model_name	version	mention_type	url	context_from_paper	source_url
PRS-CS	release date: Aug 10, 2023	used	https://github.com/getian107/PRScs	PRS-CS (release date: Aug 10, 2023):   https://github.com/getian107/PRScs  , PRS calculation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
SBayesS	v.2.0.5 beta	used	https://cnsgenomics.com/software/gctb/#Overview	SBayesS (v.2.0.5 beta):   https://cnsgenomics.com/software/gctb/#Overview  , the three key parameter estimates	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
Lifelines	v0.27.	used	https://lifelines.readthedocs.io/en/latest/	Lifelines (v0.27.):   https://lifelines.readthedocs.io/en/latest/  , Survival analysis	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
Statsmodels	0.13.2	used	https://www.statsmodels.org/stable/index.html	Statsmodels (0.13.2):   https://www.statsmodels.org/stable/index.html  , Medication prediction, BWAS, PWAS, and ProWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
OmicVerse	v1.6.7	used	https://omicverse.readthedocs.io/en/latest/	OmicVerse (v1.6.7):   https://omicverse.readthedocs.io/en/latest/  ; Protein-protein interaction	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
SleepChart-R		used	https://github.com/anbai106/SleepChart	SleepChart-R: https://github.com/anbai106/SleepChart, customized R code for linking sleep duration and 23 BAGs	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
MLNI	v0.1.2	used	https://github.com/anbai106/mlni	MLNI (v0.1.2): https://github.com/anbai106/mlni, BAG generation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
MGCV	v1.9.1	used	https://cran.r-project.org/web/packages/mgcv/index.html	MGCV (v1.9.1) with R v4.2.2: https://cran.r-project.org/web/packages/mgcv/index.html, core package for the GAM implementation.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
GAMLSS	v5.4.22	used	https://www.gamlss.com/	GAMLSS (v5.4.22) with R v4.2.2: https://www.gamlss.com/; replicate the 9 sleep-BAG signals identified by the GAM modeling.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
Lifelines	v0.27.8	used	https://lifelines.readthedocs.io/en/latest/	Lifelines (v0.27.8): https://lifelines.readthedocs.io/en/latest/, survival analysis	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
Lavaan	v0.6.19	used	https://lavaan.ugent.be/	Lavaan (v0.6.19): https://lavaan.ugent.be/, mediation analysis	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
String	v12.0	used	https://string-db.org/	String (v12.0): https://string-db.org/, protein set enrichment analyses and network analysis	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
MetaboAnalyst	v6.0	used	https://www.metaboanalyst.ca/	MetaboAnalyst (v6.0): https://www.metaboanalyst.ca/, metabolite enrichment analysis and network analysis	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
REGENIE	v4.1	used	https://rgcgithub.github.io/regenie/	REGENIE (v4.1): https://rgcgithub.github.io/regenie/, binary sleep GWASs (v4.1); FinnGen used v2.4.4 for their disease endpoints GWASs	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
LDSC	git version aa33296	used	https://github.com/bulik/ldsc	LDSC (git version aa33296): https://github.com/bulik/ldsc, genetic correlation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
FUMA	v1.8.0	used	https://fuma.ctglab.nl/	FUMA (v1.8.0): https://fuma.ctglab.nl/, Gene mapping, genomic locus annotation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
KING	v2.2.7	used	https://www.kingrelatedness.com/	KING (v.2.2.7): https://www.kingrelatedness.com/, Kinship-based inference for GWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
ResNet18d	ra2_in1k	used	https://huggingface.co/timm/resnet18d.ra2_in1k	Hugging Face . ( 2025 ) ResNet18d . Available from: https://huggingface.co/timm/resnet18d.ra2_in1k	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13131495/
SPM12		used	https://www.fil.ion.ucl.ac.uk/spm/software/spm12/	SPM12 is available at for download at https://www.fil.ion.ucl.ac.uk/spm/software/spm12/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
NiftyReg		used	https://github.com/KCL-BMEIS/niftyreg	NiftyReg is available on GitHub (https://www.fil.ion.ucl.ac.uk/spm/software/spm12/ https://github.com/KCL-BMEIS/niftyreg)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
MCALT template		used		The minor modifications to SPM12 unified segmentation required to allow resumption of parameter estimation are available with the MCALT template.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
Frangi filter		used	https://www.mathworks.com/matlabcentral/fileexchange/24409-hessian-based-Frangi-vesselness-filter	The Frangi filter implementation is available at https://github.com/KCL-BMEIS/niftyreg https://www.mathworks.com/matlabcentral/fileexchange/24409-hessian-based-Frangi-vesselness-filter	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
MoVUS		created	https://github.com/NIH-CARD/MoVUS	All code, including environment files with exact package versions, is available on GitHub under the Apache 2.0 license [ https://github.com/NIH-CARD/MoVUS ].	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12622068/
RETFound		created	https://github.com/rmaphoh/RETFound	The code used to train, fine-tune and evaluate RETFound from Y.Z. is available at https://github.com/rmaphoh/RETFound , which is based on PyTorch. All pre-trained model weights are available at https://huggingface.co/YukunZhou .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13065816/
Stable Diffusion XL		used	https://huggingface.co/docs/diffusers/en/using-diffusers/sdxl	Stable Diffusion XL can be found at https://huggingface.co/docs/diffusers/en/using-diffusers/sdxl .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13065816/
iSODA		used		SODA-light was forked as a lipidomics-only instance of iSODA, a multiomics data visualization and integration application developed on R 4.4.0.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552125/
SODA-light	0.2	used	https://github.com/CPM-Metabolomics-Lipidomics/soda-light	SODA-light version 0.2 was used for the generation of all figures in this manuscript.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552125/
RETFound		created	https://github.com/rmaphoh/RETFound_MAE	The training, fine-tuning, and evaluation code for RETFound, provided by Y.Z. and built on PyTorch, is available at https://github.com/rmaphoh/RETFound_MAE	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12548085/
DINOv2		used	https://github.com/HouQingshan/DINOv2	The corresponding code for DINOv2 is available at https://github.com/HouQingshan/DINOv2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12548085/
vcftools	0.1.13	used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
bcftools	1.19	used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
tabix		used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
KING	2.3.0	used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
Eigenstrat	6.1.4	used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
PLINK	1.9	used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
PLINK2		used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
R	3.6 and 4.4	used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
mediation	4.5.0	used		The analysis was performed using publicly available software as described in Methods: vcftools (0.1.13); bcftools (1.19); tabix; KING (2.3.0); Eigenstrat (6.1.4); PLINK 1.9; PLINK2; R (3.6 and 4.4); R package mediation (4.5.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12152374/
PhenoLinker		created	https://huggingface.co/spaces/Melland/PhenoLinker	Predictions and their corresponding in-silico explanations are available at https://huggingface.co/spaces/Melland/PhenoLinker	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11627200/
Fmriprep	23.0.1	used	https://fmriprep.org/en/23.0.1/	Fmriprep was used for preprocessing of the MRI data and is available here https://fmriprep.org/en/23.0.1/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
nilearn		used	https://nilearn.github.io/stable/index.html	connectivity matrices were calculated with nilearn https://fmriprep.org/en/23.0.1/ https://nilearn.github.io/stable/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
neuroHarmonize		used	https://github.com/rpomponio/neuroHarmonize	Data was harmonized with https://nilearn.github.io/stable/index.html https://github.com/rpomponio/neuroHarmonize	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
scikit-learn		used	https://scikit-learn.org/stable/index.html	Machine learning age regression was calculated with scikit learn https://github.com/rpomponio/neuroHarmonize https://scikit-learn.org/stable/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
Optuna		used	https://hub.optuna.org/samplers/grid_search/	Optuna was used for gridsearch https://scikit-learn.org/stable/index.html https://hub.optuna.org/samplers/grid_search/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
statsmodels		used	https://www.statsmodels.org/stable/index.html	statsmodels were used for statistical testing https://hub.optuna.org/samplers/grid_search/ https://www.statsmodels.org/stable/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
fMRIPrep	v23.2.2	used	https://fmriprep.org/en/23.2.2/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
XCP-D	v0.7.4	used	https://xcp-d.readthedocs.io/en/0.7.4/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/), XCP-D (v0.7.4, https://xcp-d.readthedocs.io/en/0.7.4/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
MRIQC	v24.1.0	used	https://mriqc.readthedocs.io/en/latest/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/), XCP-D (v0.7.4, https://xcp-d.readthedocs.io/en/0.7.4/), and MRIQC (v24.1.0, https://mriqc.readthedocs.io/en/latest/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
FSL	v7.3.2	used	https://fsl.fmrib.ox.ac.uk/fsl/docs/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/), XCP-D (v0.7.4, https://xcp-d.readthedocs.io/en/0.7.4/), and MRIQC (v24.1.0, https://mriqc.readthedocs.io/en/latest/) or common neuroimaging tools as FSL (v7.3.2, https://fsl.fmrib.ox.ac.uk/fsl/docs/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
REACT		used	https://github.com/ottaviadipasquale/react-fmri	REACT was implemented with the open-source react-fmri package, available at https://github.com/ottaviadipasquale/react-fmri	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
SVR		used		Custom scripts for brain-age modeling (SVR) and feature harmonization with ComBat were written for local execution	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
ComBat		used		Custom scripts for brain-age modeling (SVR) and feature harmonization with ComBat were written for local execution	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
GITIII		created	https://github.com/lugia-xiao/GITIII	GITIII is implemented in Python using PyTorch. The code and tutorial are available via GitHub at https://github.com/lugia-xiao/GITIII and via Zenodo at https://doi.org/10.5281/zenodo.17476318	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13417919/
PyTorch		used		GITIII is implemented in Python using PyTorch.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13417919/
scMultiMap		created	https://github.com/ChangSuBiostats/scMultiMap	The R package that implements scMultiMap is available on Github: https://github.com/ChangSuBiostats/scMultiMap	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11463474/
BADGERS		created	https://github.com/qlu-lab/BADGERS	The BADGERS software is freely available at https://github.com/qlu-lab/BADGERS, copy archived at https://github.com/qlu-lab/BADGERS qlu-lab, 2024.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126309/
scvi-tools		used		In the future, the code is planned to be made available on the scvi-tools, with proper documentation, and tutorials.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13131499/
ESM-2	esm2_t6_8M_UR50D	used	https://huggingface.co/facebook/esm2_t6_8M_UR50D	Every sequence was passed through the pretrained ESM-2 transformer (esm2_t6_8M_UR50D, 8 M parameters, available from https://huggingface.co/facebook/esm2_t6_8M_UR50D ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12424641/
ENIGMA MEG Pipeline		used	https://github.com/nih-megcore/enigma_MEG	Initial data processing was performed using the ENIGMA MEG Pipeline, available at https://github.com/nih-megcore/enigma_MEG	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12820802/
GAM-ComBat		used		Implementation of GAM-ComBat alone for data processed using the ENIGMA MEG Pipeline is available in the enigma_MEG github repository as enigma_harmonize.py.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12820802/
All-MiniLM-L6-v2		used	https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2	All-MiniLM-L6-v2. Hugging Face. 2021. Available from: https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12573878/
All-mpnet-base-v1		used	https://huggingface.co/sentence-transformers/all-mpnet-base-v1	All-mpnet-base-v1. Hugging Face. 2021. Available from: https://huggingface.co/sentence-transformers/all-mpnet-base-v1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12573878/
MEG-GPT		created	https://github.com/OHBA-analysis/MEG-GPT	a PyTorch implementation of MEG-GPT is available here: https://github.com/OHBA-analysis/MEG-GPT	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13403652/
VQVNS		created	https://github.com/gmilab/VQVNS	All code for the machine learning model has been made publicly available on GitHub ( https://github.com/gmilab/VQVNS 102 ) and HuggingFace ( https://huggingface.co/hsuresh/vqvns ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13234157/
VQVNS		created	https://huggingface.co/hsuresh/vqvns	All code for the machine learning model has been made publicly available on GitHub ( https://github.com/gmilab/VQVNS 102 ) and HuggingFace ( https://huggingface.co/hsuresh/vqvns ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13234157/
BAMboozle		used		For human scRNA-seq data, BAM files were processed with BAMboozle  key resources table   to safeguard donor identities by masking donor-specific SNPs and insertions or deletions (indels), replacing them with reference genome sequences.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12094688/
microglial MASHR		created	https://doi.org/10.5281/zenodo.18156902	The microglial MASHR models trained and used in this study are available on Zenodo: https://doi.org/10.5281/zenodo.18156902	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13193131/
MetImputBERT		created	https://github.com/Qiu-Shizheng/MetImputBERT/tree/master	MetImputBERT is available at GitHub: https://github.com/Qiu-Shizheng/MetImputBERT/tree/master	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12753303/
MaxToki		created	https://huggingface.co/theodoris-lab/MaxToki	The pretrained MaxToki models are available on Hugging Face Model Hub ( https://huggingface.co/theodoris-lab/MaxToki ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13060336/
polygenic score models	PGP000244	used	https://www.pgscatalog.org/	We downloaded the pre-trained polygenic score models characterized from our previous study from the PGS catalog (PGS Publication ID: PGP000244)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13192582/
fsusieR		created	https://github.com/stephenslab/fsusieR	The fsusieR R package is available on GitHub at https://github.com/stephenslab/fsusieR	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
VCPA	1.1	used	http://www.niagads.org/VCPA/	VCPA 1.1 (http://www.niagads.org/VCPA/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
BWA-MEM	0.7.15	used	https://github.com/lh3/bwa/	BWA-MEM 0.7.15 (https://github.com/lh3/bwa/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
GATK	4.1.1	used	https://gatk.broadinstitute.org	GATK 4.1.1 (https://gatk.broadinstitute.org)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
FastQC	0.12.1	used	http://www.bioinformatics.babraham.ac.uk/projects/fastqc/	FastQC 0.12.1 (http://www.bioinformatics.babraham.ac.uk/projects/fastqc/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
fastp	0.23.4	used	https://github.com/OpenGene/fastp/	fastp 0.23.4 (https://github.com/OpenGene/fastp/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
STAR	2.7.11b	used	https://github.com/alexdobin/STAR/	STAR 2.7.11b (https://github.com/alexdobin/STAR/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
WASP		used	https://github.com/bmvdgeijn/WASP/	WASP (https://github.com/bmvdgeijn/WASP/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
Picard	3.1.0	used	https://broadinstitute.github.io/picard/	Picard 3.1.0 (https://broadinstitute.github.io/picard/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
RNA-SeQC	2.4.2	used	https://github.com/getzlab/rnaseqc/	RNA-SeQC 2.4.2 (https://github.com/getzlab/rnaseqc/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
MACS2		used	https://github.com/macs3-project/MACS/	MACS2 (https://github.com/macs3-project/MACS/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
ComBat		used	https://github.com/epigenelabs/pyComBat/	ComBat (https://github.com/epigenelabs/pyComBat/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
PLINK	1.9	used	https://www.cog-genomics.org/plink/	PLINK 1.9 (https://www.cog-genomics.org/plink/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
TensorQTL	1.0.8	used	https://github.com/broadinstitute/tensorqtl/	TensorQTL 1.0.8 (https://github.com/broadinstitute/tensorqtl/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
sim1000G	1.40	used	https://github.com/adimitromanolakis/sim1000G	sim1000G 1.40 (https://github.com/adimitromanolakis/sim1000G)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
WGBSSuite	0.4	used	https://github.com/SystemsGeneticsSG/WGBSSuite/	WGBSSuite 0.4 (https://github.com/SystemsGeneticsSG/WGBSSuite/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
SeqSIMLA		used	https://seqsimla.sourceforge.net/	SeqSIMLA (https://seqsimla.sourceforge.net/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
susieR	0.14.7	used	https://github.com/stephenslab/susieR/	susieR 0.14.7 (https://github.com/stephenslab/susieR/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
coloc	5.2.3	used	https://github.com/chr1swallace/coloc/	coloc 5.2.3 (https://github.com/chr1swallace/coloc/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
ashr	2.2–63	used	https://github.com/stephens999/ashr/	ashr 2.2–63 (https://github.com/stephens999/ashr/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
mixsqp	0.3.18	used	https://github.com/stephenslab/mixsqp/	mixsqp 0.3.18 (https://	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
Genal	1.5	used	https://github.com/CypRiv/genal	Genetic analyses including clumping, polygenic risk scoring and all Mendelian Randomization analyses were performed using the Genal 1.5 package in Python 3.9.1. The Genal package and associated code examples are publicly available at https://github.com/CypRiv/genal.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13105117/
