model_name	version	mention_type	url	context_from_paper	source_url
OmicsIntegrator	2.3.10	used	https://github.com/		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
PyTorch	1.8.2	used		"The proposed Deep-AD is implemented using the python packages ""PyTorch"" (version 1.8.2) and Scikit-learn (version 1.0.1)."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10556591/
Scikit-learn	1.0.1	used		"The proposed Deep-AD is implemented using the python packages ""PyTorch"" (version 1.8.2) and Scikit-learn (version 1.0.1)."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10556591/
R	4.2.1	used		All statistical analyses were done using R (version 4.2.1).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10556591/
MICE	3.14	used		"We adopted multivariate imputation by chained equation (MICE) to impute the missing data using R package ""MICE"" (version 3.14)."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10556591/
Plink	1.9	used		GWAS on the subtypes was implemented by using the Plink software (version 1.9).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10556591/
GET		used	https://huggingface.co/spaces/get-foundation/getdemo	The transcription factor binding site on the target gene in excitatory neuron was identified by GET 67 , an interpretable foundation model designed to uncover regulatory grammars across 213 human fetal and adult cell types ( https://huggingface.co/spaces/get-foundation/getdemo ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12267417/
ChromBPNet		used	https://github.com/kundajelab/ChromBPNet	"Training new models and generating DeepLIFT scores from:
  https://github.com/kundajelab/ChromBPNet"	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13335522/
TF-MoDISco		used	https://github.com/kundajelab/tfmodisco	Running TF-MoDISco from:   https://github.com/kundajelab/tfmodisco	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13335522/
FLARE		used	https://github.com/drewmard/FLARE	Training FLARE models for variant scoring:   https://github.com/drewmard/FLARE	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13335522/
R-SAGE-net		created		R-SAGE-net is trained on reference sequence and mean expression (averaged across ROSMAP training individuals) for n = 14,786 training genes (expression) or n = 346,138 training regions (DNAm).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13345963/
Enformer	1	used	https://tfhub.dev/deepmind/enformer/1	We use GTEx mean gene expression to assign weights to each of Enformer's 5,313 human output tracks. To go from Enformer's outputs to fine-tuned predictions, we use these weights to transform the log(prediction + 1) of Enformer's three center bins (447,448,449). We then sum these three center bins to get the final fine-tuned prediction. We use these fine-tuned predictions for all analyses using Enformer. For the non-fine-tuned version shown in Extending Data Fig. 1c , we take log(prediction + 1) of Enformer's three center bins (447,448,449) for this track and sum. We load the Enformer model from https://tfhub.dev/deepmind/enformer/1 and use model.predict_on_batch to make predictions.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13345963/
Personalized_HMM_disease_progression		created	https://github.com/ZJU-BMI/Personalized_HMM_disease_progression	The source code pertaining to both the personalized hidden Markov model and data analysis in this manuscript has been deposited on GitHub and is publicly available as of the date of publication; URLs are provided at https://github.com/ZJU-BMI/Personalized_HMM_disease_progression.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
RobustRankAggreg	1.2	used		The Python implementations of the Stuart rank aggregation and RRA algorithms were adapted from the RobustRankAggreg R package (version 1.2; Kolde & Laur)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13155123/
unimolv2	ChemBERTa-zinc-base-v1	used	https://huggingface.co/seyonec/ChemBERTa-zinc-base-v1	"Pretrained transformers Uni-Mol 60 , ChemBERTa 61 , and MolT5 62 were used for drug embeddings. For internal validation, we followed the RCL work for dividing training set and test set, where all drugs in the test set were unseen during training. For external validation, we used the same training set and test set as shown in Figure 1B . Code implementation: Uni-Mol (default 768 dimensional embeddings, https://github.com/deepmodeling/Uni-Mol ). ""UniMolRepr"" function was used for generating representations. Hyperparameters: 'data_type': 'molecule'"	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13041732/
unimolv2	molt5-small	used	https://huggingface.co/laituan245/molt5-small	"Pretrained transformers Uni-Mol 60 , ChemBERTa 61 , and MolT5 62 were used for drug embeddings. For internal validation, we followed the RCL work for dividing training set and test set, where all drugs in the test set were unseen during training. For external validation, we used the same training set and test set as shown in Figure 1B . Code implementation: Uni-Mol (default 768 dimensional embeddings, https://github.com/deepmodeling/Uni-Mol ). ""UniMolRepr"" function was used for generating representations. Hyperparameters: 'data_type': 'molecule'"	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13041732/
PyTorch	v1.13.1	used		We used PyTorch (v1.13.1) and a NVIDIA A6000 graphics card with 48 GB memory on a GPU workstation to implement the model.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11128757/
TensorFlow		used	https://arxiv.org/abs/1603.04467v2	All autoencoder models were built using the TensorFlow ( Abadi et al., 2016 ) and Keras packages.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11442384/
Keras		used		All autoencoder models were built using the TensorFlow ( Abadi et al., 2016 ) and Keras packages.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11442384/
Adam optimizer		used		we applied the Adam optimizer ( Kingma and Ba, 2014 ), with the option to clip gradients at the value of 0.1.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11442384/
TensorFlow		used		Federated Learning with TensorFlow	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10841325/
BioGPT		fine-tuned	https://huggingface.co/microsoft/biogpt	Specifically, starting with a base model adept in biomedical language (Microsoft/BioGPT from Hugging Face, configurable) ( Luo et al. 2022 ), we employed Parameter-Efficient Fine-Tuning (PEFT) ( Houlsby et al. 2019 ) using Low-Rank Adaptation (LoRA) ( Edward et al. 2021 ) as depicted in Fig. 2B . This involved freezing the non-critical layers of the base model to preserve its extensive pre-trained knowledge while adding lightweight, trainable LoRA layers. The model was then fine-tuned using a novel, manually curated dataset of ∼500 question-answer pairs derived from ∼30 diverse, full-text PubMed publications.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12684723/
PyTorch	v1.7.0	used		In this study, we developed a tool 2sGen-GPS based on multidimensional tensor computation ( Figure S1 ) in the open-source general-purpose library, PyTorch (v1.7.0) for batch temporal and dynamic eQTL mapping and causality study.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12870711/
PyTorch	1.7.0	used		The E-VAE classifier model was built in Python (version 3.8) with PyTorch module (version 1.7.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11106718/
Pytorch Geometric	2.5.2	used		The graph neural network was implemented in Pytorch Geometric version 2.5.2.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12092734/
GNNExplainer		used		We re-ran the model on our whole data set using these hyperparameters and applied GNNExplainer as implemented in Pytorch Geometric version 2.5.2.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12092734/
PyTorch	1.13.1	used		The training, validation, and testing were conducted using PyTorch 1.13.1 ( Paszke et al., 2019 ), utilising 1 to 8 CPU(Intel(R) Xeon(R) Gold 6248R) threads via PyTorch DataLoaders with appropriate shuffling and parallel data loading.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12410576/
TorchIO		used		Data augmentation was applied using TorchIO ( Perez-Garcia et al., 2021 ), and the final training dataset was constructed by concatenating the original and augmented samples.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12410576/
PyTorch	v1.13.1	used		We used PyTorch (v1.13.1) and a NVIDIA A6000 graphics card with 48 GB memory on a GPU workstation to implement the model.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10557812/
scMD		created	https://github.com/randel/scMD	scMD is publicly hosted on GitHub (https://github.com/randel/scMD).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10418231/
EnsDeconv		created	https://github.com/randel/EnsDeconv	EnsDeconv (https://github.com/randel/EnsDeconv).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10418231/
FlowSorted.DLPFC.450k		used		The Guintivano DNAm data can be downloaded from a Bioconductor package named FlowSorted.DLPFC.450k.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10418231/
EpiSCORE		created	https://github.com/aet21/EpiSCORE	EpiSCORE (https://github.com/aet21/EpiSCORE).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10418231/
DeepSUVR		used		The random smoothing augmentation used to train DeepSUVR was also employed to reduce the variability due to different scanner's PSF.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265171/
tranSMART		used		"Genome‐wide DNA methylation data for the 885 EMIF‐AD MBD samples are stored on an online data platform using the ""tranSMART"" data warehouse framework."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11485320/
FusioMR		created	https://github.com/kangbw702/FusioMR;https://github.com/kangbw702/FusioMR-analysis	The proposed methods are implemented in R package FusioMR, which is publicly available to download on GitHub at https://github.com/kangbw702/FusioMR-analysis https://github.com/kangbw702/FusioMR.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13094729/
ResNet-50		used		We implemented and compared several deep learning model architectures, including a custom CNN, ResNet-50 17 and Vision Transformer (ViT-B/16). 18 The ResNet-50 model showed the best performance and was selected as our final architecture ( figure 1 ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12574434/
Vision Transformer	ViT-B/16	used		We implemented and compared several deep learning model architectures, including a custom CNN, ResNet-50 17 and Vision Transformer (ViT-B/16). 18 The ResNet-50 model showed the best performance and was selected as our final architecture ( figure 1 ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12574434/
linear autoencoder (LR-AE)		created		performs ultra-fast read counting per accessible region, detects outliers using a linear autoencoder (LR-AE) with a negative binomial objective function, and annotates outlier regions using chromatin immunoprecipitation sequencing (ChIP-seq) and Hi-C.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11260578/
TensorFlow		used		We significantly accelerated the LR-AE using TensorFlow 27 by utilizing a vectorized variation of backtracking line search for the dispersion parameters and L-BFGS for the decoder layer.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11260578/
ResNet18d	ra2_in1k	used	https://huggingface.co/timm/resnet18d.ra2_in1k	Hugging Face . ( 2025 ) ResNet18d . Available from: https://huggingface.co/timm/resnet18d.ra2_in1k	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13131495/
PyTorch	v1.7	used		Our method is implemented using PyTorch (v1.7) [ 53 ].	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13393330/
TensorFlow	2.16.1	used	https://tensorflow.org	The neural network was constructed with Tensorflow (version 2.16.1, Martín Abadi, 2015 ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11383048/
KerasTuner	1.4.6	used		Layer dimensions and hyperparameters were optimized using KerasTuner (version 1.4.6; O'Malley, 2015).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11383048/
VTDNet		used		The VTDNet and DSW models are implemented using PyTorch [ 48 ], and the TSD and R-MSNs model are implemented using Tensorflow [ 49 ], which were trained on an NVIDIA Tesla A100 GPU.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12311642/
DSW		used		The VTDNet and DSW models are implemented using PyTorch [ 48 ], and the TSD and R-MSNs model are implemented using Tensorflow [ 49 ], which were trained on an NVIDIA Tesla A100 GPU.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12311642/
TSD		used		The VTDNet and DSW models are implemented using PyTorch [ 48 ], and the TSD and R-MSNs model are implemented using Tensorflow [ 49 ], which were trained on an NVIDIA Tesla A100 GPU.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12311642/
R-MSNs		used		The VTDNet and DSW models are implemented using PyTorch [ 48 ], and the TSD and R-MSNs model are implemented using Tensorflow [ 49 ], which were trained on an NVIDIA Tesla A100 GPU.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12311642/
SPM12		used	https://www.fil.ion.ucl.ac.uk/spm/software/spm12/	SPM12 is available at for download at https://www.fil.ion.ucl.ac.uk/spm/software/spm12/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
NiftyReg		used	https://github.com/KCL-BMEIS/niftyreg	NiftyReg is available on GitHub (https://www.fil.ion.ucl.ac.uk/spm/software/spm12/ https://github.com/KCL-BMEIS/niftyreg)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
MCALT template		used		The minor modifications to SPM12 unified segmentation required to allow resumption of parameter estimation are available with the MCALT template.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
Frangi filter		used	https://github.com/KCL-BMEIS/niftyreg;https://www.mathworks.com/matlabcentral/fileexchange/24409-hessian-based-Frangi-vesselness-filter	The Frangi filter implementation is available at https://github.com/KCL-BMEIS/niftyreg https://www.mathworks.com/matlabcentral/fileexchange/24409-hessian-based-Frangi-vesselness-filter	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13081919/
TensorFlow		used		All training procedures were conducted using an Nvidia A100 80 GB GPU unit with the TensorFlow backend ( Abadi et al., 2016 ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13018141/
TensorFlow	v2.4.1	used		Imputation was performed using TensorFlow v2.4.1 22 and Python v3.7.9.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12894875/
WGCNA		used	https://horvath.genetics.ucla.edu/html/CoexpressionNetwork/Rpackages/WGCNA/	All analyses can be replicated using the standard WGCNA (https://horvath.genetics.ucla.edu/html/CoexpressionNetwork/Rpackages/WGCNA/) and Seurat workflows and the specific parameters provided in the Method Details.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11223975/
Seurat		used	https://satijalab.org/seurat/index.html/	All analyses can be replicated using the standard WGCNA (https://horvath.genetics.ucla.edu/html/CoexpressionNetwork/Rpackages/WGCNA/) and Seurat (https://satijalab.org/seurat/index.html/) workflows and the specific parameters provided in the Method Details.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11223975/
text-embedding-3-large		used		First, we retrieved text embeddings from the OpenAI embeddings API for their most recent (text-embedding-3-large) embedding model	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12181335/
MPNet	all-mpnet-base-v2	used	https://huggingface.co/sentence-transformers/all-mpnet-base-v2	Second, to compare the performance of LLM embeddings on a smaller, local PLM, we also retrieved text embeddings using MPNet. The MPNet embeddings were calculated using the all-mpnet-base-v2 model hosted at Hugging Face.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12181335/
BERT		used		We selected MPNet over other architectures like Bidirectional Encoder Representations from Transformers (BERT) due to its demonstrated improvements in capturing contextual nuances and overall performance	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12181335/
TensorFlow		used		A fully connected feedforward ANN was implemented using TensorFlow's Keras Application Programming Interface (API) for binary classification tasks.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12620993/
Keras		used		A fully connected feedforward ANN was implemented using TensorFlow's Keras Application Programming Interface (API) for binary classification tasks.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12620993/
XGB		used		An XGB model was trained using its inbuilt cross‐validation functionality.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12620993/
RF		used		An RF model with 100 decision trees and a Decision Tree Classifier were both trained using the Gini impurity criterion for node splitting.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12620993/
Decision Tree Classifier		used		An RF model with 100 decision trees and a Decision Tree Classifier were both trained using the Gini impurity criterion for node splitting.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12620993/
LightGBM		used		Additionally, LightGBM, a fast and efficient gradient boosting framework, was optimized using Optuna for hyperparameter tuning across 30 trials to maximize performance.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12620993/
Optuna		used		Additionally, LightGBM, a fast and efficient gradient boosting framework, was optimized using Optuna for hyperparameter tuning across 30 trials to maximize performance.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12620993/
BrainAgeNext		created	https://github.com/FrancescoLR/BrainAgeNeXt	BrainAgeNext's code and its trained model are available at the following GitHub repository: https://github.com/FrancescoLR/BrainAgeNeXt	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12319810/
Canonical HMM		created	https://github.com/OHBA-analysis/Canonical-HMM-Networks	Code and examples scripts for processing M/EEG data and applying the canonical HMM have been made publicly available here: Section 2.1 https://github.com/OHBA-analysis/Canonical-HMM-Networks.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13045528/
Surreal-GAN	v0.1.1	used	https://github.com/zhijian-yang/SurrealGAN	Surreal-GAN (v0.1.1):   https://github.com/zhijian-yang/SurrealGAN  , Disease heterogeneity analysis	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
MUSE	v3.1.0	used	https://github.com/CBICA/MUSE	MUSE (v3.1.0):   https://github.com/CBICA/MUSE  , RAVENS map extraction	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
SOPNMF	v0.0.4	used	https://github.com/anbai106/SOPNMF	SOPNMF (v0.0.4):   https://github.com/anbai106/SOPNMF  , Brain PSC extraction	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
ukbb_cardiac	git commit 2b6d637	used	https://github.com/baiwenjia/ukbb_cardiac	ukbb_cardiac (git commit 2b6d637):   https://github.com/baiwenjia/ukbb_cardiac  , Heart IDP extraction	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
FUMA	v1.5.0	used	https://fuma.ctglab.nl/	FUMA (v1.5.0):   https://fuma.ctglab.nl/  https://fuma.ctglab.nl/  ,   Gene mapping, genomic locus annotation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
GCTA	v1.94.1	used	https://yanglab.westlake.edu.cn/software/gcta/#Overview	GCTA (v1.94.1):   https://yanglab.westlake.edu.cn/software/gcta/#Overview  , Heritability estimates & fastGWA	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
LDSC	git commit aa33296	used	https://github.com/bulik/ldsc	LDSC (git commit aa33296):   https://github.com/bulik/ldsc  , genetic correlation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
TwoSampleMR	v0.5.6	used	https://mrcieu.github.io/TwoSampleMR/index.html	TwoSampleMR (v0.5.6):   https://mrcieu.github.io/TwoSampleMR/index.html  , Mendelian randomization	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
PRS-CS	release date: Aug 10, 2023	used	https://github.com/getian107/PRScs	PRS-CS (release date: Aug 10, 2023):   https://github.com/getian107/PRScs  , PRS calculation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
SBayesS	v.2.0.5 beta	used	https://cnsgenomics.com/software/gctb/#Overview	SBayesS (v.2.0.5 beta):   https://cnsgenomics.com/software/gctb/#Overview  , the three key parameter estimates	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
Lifelines	v0.27.	used	https://lifelines.readthedocs.io/en/latest/	Lifelines (v0.27.):   https://lifelines.readthedocs.io/en/latest/  , Survival analysis	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
Statsmodels	0.13.2	used	https://www.statsmodels.org/stable/index.html	Statsmodels (0.13.2):   https://www.statsmodels.org/stable/index.html  , Medication prediction, BWAS, PWAS, and ProWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
OmicVerse	v1.6.7	used	https://omicverse.readthedocs.io/en/latest/	OmicVerse (v1.6.7):   https://omicverse.readthedocs.io/en/latest/  ; Protein-protein interaction	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13440346/
RETFound		created	https://github.com/rmaphoh/RETFound_MAE	The training, fine-tuning, and evaluation code for RETFound, provided by Y.Z. and built on PyTorch, is available at https://github.com/rmaphoh/RETFound_MAE	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12548085/
DINOv2		used	https://github.com/HouQingshan/DINOv2	The corresponding code for DINOv2 is available at https://github.com/HouQingshan/DINOv2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12548085/
EdgeR		used		EdgeR was used to reprocess both the mouse and human RNA sequencing data.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/
ReForm		created	https://github.com/andy1764/ReForm	An R implementation of the proposed method, ReForm, is available via GitHub (https://github.com/andy1764/ReForm).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13358719/
MONAI Generative Models		used	https://github.com/Project-MONAI/GenerativeModels.git	Additionally to this repository, the MONAI Generative Models package must be installed from https://github.com/Project-MONAI/GenerativeModels.git	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11832365/
MoVUS		created	https://github.com/NIH-CARD/MoVUS;https://movus-variant-explorer-441353018952.us-central1.run.app	All code, including environment files with exact package versions, is available on GitHub under the Apache 2.0 license [ https://github.com/NIH-CARD/MoVUS ]. To maximize accessibility, we developed a web-based interface using Streamlit and deployed it on Google Cloud Run. The implementation focuses on 102 ADRD-related genes, providing interactive threshold adjustment (Model Default: 0.49/0.51, Clinical: 0.1/0.9, Conservative: 0.35/0.65) and comprehensive variant search functionality. The application incorporates SHAP visualization for model interpretability and implements intelligent result limiting (500 variants maximum) for optimal performance. The web interface is publicly accessible at https://github.com/NIH-CARD/MoVUS https://movus-variant-explorer-441353018952.us-central1.run.app and serves as a practical demonstration of MoVUS's utility in real-world research scenarios.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12622068/
Keras		used		We implemented feed-forward NNs with the Keras library using TensorFlow as backend, using Python version 3.6.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12173421/
TensorFlow		used		We implemented feed-forward NNs with the Keras library using TensorFlow as backend, using Python version 3.6.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12173421/
RETFound		created	https://github.com/rmaphoh/RETFound_MAE;https://github.com/uw-biomedical-ml/RETFound_MAE	The code used to train, fine-tune and evaluate RETFound from Y.Z. is available at https://github.com/rmaphoh/RETFound_MAE , which is based on PyTorch. Furthermore, a Keras version implemented by Y.K. is available at https://github.com/uw-biomedical-ml/RETFound_MAE . Please note that the reported results are obtained from PyTorch models.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10550819/
AutoMorph	1.0	used	https://github.com/rmaphoh/AutoMorph	Images were processed with automated retinal image analysis tool AutoMorph v.1.0 ( https://github.com/rmaphoh/AutoMorph ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10550819/
Pydicom	2.3.0	used		Image data were extracted from Dicom files with Pydicom v.2.3.0.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10550819/
GenoTools	10	used	https://github.com/GP2code/GenoTools	GenoTools version 10 (  https://gp2.org/  https://github.com/GP2code/GenoTools  ) was used for quality control, imputation, and ancestry prediction.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12140525/
cellage		created		A GitHub repository entitled cellage will become available at the time of publication supporting cell-type proteomic aging clocks and biological age estimation.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12919083/
SODA-light	0.2	used	https://github.com/CPM-Metabolomics-Lipidomics/soda-light	SODA-light version 0.2 was used for the generation of all figures in this manuscript.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552125/
iSODA		used		SODA-light was forked as a lipidomics-only instance of iSODA, a multiomics data visualization and integration application developed on R 4.4.0.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12552125/
PyTorch	v1.13.0	used		We used PyTorch (v1.13.0) to implement the model.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11326336/
RETFound		created	https://github.com/rmaphoh/RETFound;https://huggingface.co/YukunZhou	The code used to train, fine-tune and evaluate RETFound from Y.Z. is available at https://github.com/rmaphoh/RETFound , which is based on PyTorch. All pre-trained model weights are available at https://huggingface.co/YukunZhou .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13065816/
Stable Diffusion XL		used	https://huggingface.co/docs/diffusers/en/using-diffusers/sdxl	Stable Diffusion XL can be found at https://huggingface.co/docs/diffusers/en/using-diffusers/sdxl .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13065816/
SleepChart-R		used	https://github.com/anbai106/SleepChart	SleepChart-R: https://github.com/anbai106/SleepChart, customized R code for linking sleep duration and 23 BAGs	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
MLNI	v0.1.2	used	https://github.com/anbai106/mlni	MLNI (v0.1.2): https://github.com/anbai106/mlni, BAG generation;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
MGCV	v1.9.1	used	https://cran.r-project.org/web/packages/mgcv/index.html	MGCV (v1.9.1) with R v4.2.2: https://cran.r-project.org/web/packages/mgcv/index.html, core package for the GAM implementation.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
GAMLSS	v5.4.22	used	https://www.gamlss.com/	GAMLSS (v5.4.22) with R v4.2.2: https://www.gamlss.com/; replicate the 9 sleep-BAG signals identified by the GAM modeling.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
Lifelines	v0.27.8	used	https://lifelines.readthedocs.io/en/latest/	Lifelines (v0.27.8): https://lifelines.readthedocs.io/en/latest/, survival analysis;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
Lavaan	v0.6.19	used	https://lavaan.ugent.be/	Lavaan (v0.6.19): https://lavaan.ugent.be/, mediation analysis;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
String	v12.0	used	https://string-db.org/	String (v12.0): https://string-db.org/, protein set enrichment analyses and network analysis;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
MetaboAnalyst	v6.0	used	https://www.metaboanalyst.ca/	MetaboAnalyst (v6.0): https://www.metaboanalyst.ca/, metabolite enrichment analysis and network analysis;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
REGENIE	v4.1	used	https://rgcgithub.github.io/regenie/	REGENIE (v4.1): https://rgcgithub.github.io/regenie/, binary sleep GWASs (v4.1); FinnGen used v2.4.4 for their disease endpoints GWASs;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
LDSC	git version aa33296	used	https://github.com/bulik/ldsc	LDSC (git version aa33296): https://github.com/bulik/ldsc, genetic correlation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
FUMA	v1.8.0	used	https://fuma.ctglab.nl/	FUMA (v1.8.0): https://fuma.ctglab.nl/, Gene mapping, genomic locus annotation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
KING	v2.2.7	used	https://www.kingrelatedness.com/	KING (v.2.2.7): https://www.kingrelatedness.com/, Kinship-based inference for GWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321099/
GITIII		created	https://doi.org/10.5281/zenodo.17476318;https://github.com/lugia-xiao/GITIII	GITIII is implemented in Python using PyTorch. The code and tutorial are available via GitHub at https://github.com/lugia-xiao/GITIII and via Zenodo at https://doi.org/10.5281/zenodo.17476318 (ref. 85 ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13417919/
PyTorch	2.0.1	used		Data preprocessing was performed using Scanpy 83 , and the deep learning model was implemented in Pytorch 2.0.1.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13417919/
Scanpy		used		Data preprocessing was performed using Scanpy 83 , and the deep learning model was implemented in Pytorch 2.0.1.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13417919/
Fmriprep	23.0.1	used	https://fmriprep.org/en/23.0.1/	Fmriprep was used for preprocessing of the MRI data and is available here https://fmriprep.org/en/23.0.1/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
nilearn		used	https://nilearn.github.io/stable/index.html	connectivity matrices were calculated with nilearn https://fmriprep.org/en/23.0.1/ https://nilearn.github.io/stable/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
neuroHarmonize		used	https://github.com/rpomponio/neuroHarmonize	Data was harmonized with https://nilearn.github.io/stable/index.html https://github.com/rpomponio/neuroHarmonize	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
