software_name	version	mention_type	url	context_from_paper	source_url	software_mentions
tskibd		used	https://github.com/bguo068/tskibd	tskibd, https://github.com/bguo068/tskibd	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13087415/	
ibd-ends		used	https://github.com/browning-lab/ibd-ends	ibd-ends, https://github.com/browning-lab/ibd-ends	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13087415/	
hap-ibd	1.0	used	https://github.com/browning-lab/hap-ibd	hap-ibd (v.1.0), https://github.com/browning-lab/hap-ibd	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13087415/	
Beagle	5.4	used	https://faculty.washington.edu/browning/beagle/b5_4.html	Beagle (v.5.4), https://faculty.washington.edu/browning/beagle/b5_4.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13087415/	
flare	0.5.1	used	https://github.com/browning-lab/flare	flare (v.0.5.1), https://github.com/browning-lab/flare	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13087415/	
IBDkin	2.8.7.8	used	https://github.com/YingZhou001/IBDkin	IBDkin (v.2.8.7.8), https://github.com/YingZhou001/IBDkin	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13087415/	
tskit		used	https://tskit.dev/	tskit, https://tskit.dev/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13087415/	
R		used		One of our major contributions is that we develop an R package, BayTetra, that implements the proposed Bayesian semiparametric approach and hypothesis testing procedure as a general tool for detecting multivariate trajectory differences among different groups.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12778864/	
BayTetra		created	https://github.com/SteveGaoQX/BayTetra	One of our major contributions is that we develop an R package, BayTetra, that implements the proposed Bayesian semiparametric approach and hypothesis testing procedure as a general tool for detecting multivariate trajectory differences among different groups. First, the function mcmc_BayTetra in the package performs posterior inference via MCMC simulations from the derived posterior distributions based on the proposed model (4) with the priors specified in Section 2.2. Then the function Test_BayTetra implements our hypothesis testing procedure described in Section 2.3. The outputs of the function Test_BayTetra include a posterior summary of the parameters β ˜ k q 's (e.g., posterior means, 95% credible intervals), results for pairwise hypothesis testing (5) and (6), and overall hypothesis testing (7). The R package BayTetra can be downloaded from https://github.com/SteveGaoQX/BayTetra.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12778864/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11219798/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10879687/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12492342/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12732164/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11904738/	
progmod		created	https://github.com/larslau/progmod	progmod – Disease progression modeling based on nonlinear mixed effects modeling. 2023. https://github.com/larslau/progmod	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13232038/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13072528/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142551/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13291382/	
GitHub		used	https://github.com/MASILab/Variance-Aging-Diffusion	The code for the experiments can be found on GitHub at https://github.com/MASILab/Variance-Aging-Diffusion .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10473788/	
Synapse		used		The datasets analyzed for the current study are available in Synapse. Bulk RNAseq data and snRNAseq data are accessible under the accession codes from their original publications syn8456629 and syn52293442, respectively, under controlled use conditions due to human privacy regulations. The multiplex immunofluorescence data along with the results for all analyses have been deposited on Synapse under the Synapse ID syn63686123.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11761133/	
ADresilience_CastanhoNaderi		created	https://github.com/hidelab/ADresilience_CastanhoNaderi.git	All code used for this publication is available at https://github.com/hidelab/ADresilience_CastanhoNaderi.git.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11761133/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12310555/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13344897/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13060449/	
admeta		created	https://github.com/wyqmath/admeta	The analysis code for this paper is available at the GitHub repository: https://github.com/wyqmath/admeta	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12706602/	
CellBender		used		Raw UMI count matrices were processed using the CellBender 19 software to call cells and subtract UMI counts of ambient RNA.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10769298/	
freemuxlet		used	https://github.com/statgen/popscle	Because nuclei from 2–4 participants were pooled together and used as input of our single-nucleus RNA-seq libraries, we executed the freemuxlet software ( https://github.com/statgen/popscle ) to cluster cells based on SNP genotypes of RNA reads.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10769298/	
Picard	2.23.6	used		This comparison was performed using the CrosscheckFingerprints function of Picard 20 (v2.23.6).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10769298/	
DESeq2		used		Global differential gene expression analysis across donor conditions within each broad cell type were run using DESeq2 on pseudobulked snRNA-seq data.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10769298/	
Seurat		used		To generate pseudobulk RNA counts, the counts matrix was first extracted from a single-nucleus Seurat object.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10769298/	
R		used		Counts across nuclei from the same donor, region, and broad cell type were then summed using the rowSums() function in R.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10769298/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11708233/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12389259/	
Manta	1.6.0	used		For each sample, SVs were called by Manta 28 (v1.6.0) and Smoove 29 (v0.2.5) with default parameters.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10516060/	
Smoove	0.2.5	used		For each sample, SVs were called by Manta 28 (v1.6.0) and Smoove 29 (v0.2.5) with default parameters.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10516060/	
Svimmer		used		Calls from Manta and Smoove were merged by Svimmer 30 to generate a union of two call sets for a sample.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10516060/	
Graphtyper2	2.7.3	used		Then, all individual sample VCF files were merged together by Svimmer as input to Graphtyper2 (v2.7.3) 30 for joint genotyping.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10516060/	
SV-ADSP-Pipeline		created	https://github.com/whtop/SV-ADSP-Pipeline	The pipeline is available on https://github.com/whtop/SV-ADSP-Pipeline	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10516060/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12238312/	
ADNI		used		This research was conducted using ADNI data ( adni.loni.usc.edu ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13252440/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12741943/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12528298/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12889766/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13014940/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12329572/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13220363/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781432/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12163898/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10612362/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11266220/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11266279/	
Cell_Specific_PRS		created	https://github.com/atulkumar1301/Cell_Specific_PRS	The code used in this study is available at https://github.com/atulkumar1301/Cell_Specific_PRS .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12484444/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12303761/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848042/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002803/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12461166/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11877693/	
R		used		"The effect of blood-derived mtDNA-CN on conversion from CN to MCI and conversion from MCI to AD in the ADNI cohort was assessed using a Cox proportional hazards model including covariates for age at baseline, sex, and study phase implemented in the R package ""survival"""	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11515778/	
survival	3.3-1	used	https://cran.r-project.org/web/packages/survival/index.html	"The effect of blood-derived mtDNA-CN on conversion from CN to MCI and conversion from MCI to AD in the ADNI cohort was assessed using a Cox proportional hazards model including covariates for age at baseline, sex, and study phase implemented in the R package ""survival"" (version 3.3-1, https://cran.r-project.org/web/packages/survival/index.html )."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11515778/	
survminer	0.4.9	used		"Comparison of the rates of conversion from CN to MCI and from MCI to AD between low and high mtDNA-CN levels defined by the median of adjusted mtDNA-CN was evaluated by Kaplan-Meier survival analysis using R package ""survminer"" (version 0.4.9)."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11515778/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12022895/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13054827/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13351331/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12865316/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13320924/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13355814/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12405923/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12402658/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11312441/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11567812/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12461887/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3906709/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12647872/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13232448/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10369359/	
BrainVISA		used		The Morphologist pipeline of the BrainVISA toolbox 56 was used to extract local measures of brain anatomy (see Supp. Method for processing and QC details).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11549469/	
Morphologist		used	https://github.com/LeonieBorne/morpho-deepsulci-docker	The Morphologist pipeline of the BrainVISA toolbox 56 was used to extract local measures of brain anatomy (see Supp. Method for processing and QC details). The pipeline was applied in a docker image as described in https://github.com/LeonieBorne/morpho-deepsulci-docker .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11549469/	
ComBat		used		We then used ComBat, a technique adopted from the genomics literature 58 and recently applied to cortical thickness data 59 , to combine and harmonize the sulcal measurements across acquisition sites while preserving age, sex and diagnosis covariates.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11549469/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12407829/	
ADNI		used	https://adni.loni.usc.edu/data-samples/adni-data/	The ADNI, UK Biobank, 36 and PPMI 37 dataset that we use are publicly available and may be downloaded and used freely after application as of the date of publication.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13185845/	
UK Biobank		used	https://www.ukbiobank.ac.uk/	The ADNI, UK Biobank, 36 and PPMI 37 dataset that we use are publicly available and may be downloaded and used freely after application as of the date of publication.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13185845/	
PPMI		used	https://www.ppmi-info.org/access-data-specimens/	The ADNI, UK Biobank, 36 and PPMI 37 dataset that we use are publicly available and may be downloaded and used freely after application as of the date of publication.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13185845/	
Zenodo		used	https://doi.org/10.5281/zenodo.15089724	All original code has been deposited at Zenodo and GitHub and are publicly available as of the date of publication.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13185845/	
GitHub		used	https://github.com/btheodorou99/MRI2PET/	All original code has been deposited at Zenodo and GitHub and are publicly available as of the date of publication.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13185845/	
MRI2PET		created	https://github.com/btheodorou99/MRI2PET/	We also generate PET results based on all MRI images from the ADNI dataset in our other splits with just our MRI2PET model.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13185845/	
Nvidia A100 GPUs		used		We perform all experimentation using Nvidia A100 GPUs on the National Institutes of Health's Biowulf cluster (see https://hpc.nih.gov for reference).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13185845/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12614089/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13225236/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12817166/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11739691/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12627890/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9757994/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13278200/	
GIDRR			https://github.com/AndrewsLabUCSF/GIDRR		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12635868/	
smoove		used	https://github.com/brentp/smoove	Pedersen B, Layer R, Quinlan AR. smoove: structural variant calling and genotyping with existing tools. GitHub repository. 2021. https://github.com/brentp/smoove .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11881306/	
ADRD_SV_GWAS		created	https://github.com/RushAlz/ADRD_SV_GWAS	complete summary statistics for all phenotypes tested and all relevant code used in this study are publicly available on github ( https://github.com/rushalz/adrd_sv_gwas )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11881306/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10845037/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11131578/	
brms		used		To circumvent this challenge, we resorted to a Bayesian algorithm by utilizing the built-in functions from the well-developed brms package 39.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11741457/	
R	4.3.2	used		All statistical analyses were conducted in R (Version 4.3.2).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11741457/	
DSMM		created	https://github.com/KaidiK/DSMM	The example codes for model fitting are available on GitHub at https://github.com/KaidiK/DSMM.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11741457/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10988646/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3836174/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12665170/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11539020/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11651969/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13228766/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470552/	
Effsize		used	https://zenodo.org/record/1480624	Torchiano M : Effsize - a Package for Efficient Effect Size Computation Zenodo , 2016 . Available at https://zenodo.org/record/1480624 .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12386377/	
deepbrain		used	https://github.com/iitzco/deepbrain	[39] Itzcovich I. , iitzco/deepbrain ( 2025 ). URL https://github.com/iitzco/deepbrain	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12870581/	
Global Parkinson's Genetics Program (GP2)	7	used	https://gp2.org	Data used in the preparation of this article were obtained from the Global Parkinson's Genetics Program (GP2; https://gp2.org ). Specifically, we used tier 2 data from GP2 release 7 ( https://doi.org/10.5281/zenodo.10962119 ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13206296/	
Accelerating Medicines Partnership in Parkinson's Disease (AMP-PD)		used	https://amp-pd.org/register-for-amp-pd	Tier 1 data can be accessed by completing a form on the Accelerating Medicines Partnership in Parkinson's Disease (AMP‐PD) website ( https://amp-pd.org/register-for-amp-pd ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13206296/	
GitHub		used	https://github.com/GP2code/AAO_LRRK2_pG2019S	All code generated for this article, and the identifiers for all software programs and packages used, are available on GitHub [ https://github.com/GP2code/AAO_LRRK2_pG2019S ]	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13206296/	
Zenodo		used	https://github.com/GP2code/AAO_LRRK2_pG2019S	and were given a persistent identifier via Zenodo [ https://github.com/GP2code/AAO_LRRK2_pG2019S ].	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13206296/	
ArrayExpress		used	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-8956	The CENTRAL study dataset can be accessed at ArrayExpress repository https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-8956	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13308364/	
ADNI		used	http://adni.loni.usc.edu	The ADNI datasets can be accessed at http://adni.loni.usc.edu	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13308364/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11671221/	
corrplot		used	https://github.com/taiyun/corrplot	Taiyun. taiyun/corrplot. 2023. Cited 2023 May 19. Available from: https://github.com/taiyun/corrplot	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10759368/	
gt		used	https://cran.r-project.org/web/packages/gt/index.html	Iannone R, Cheng J, Schloerke B, Hughes E, Lauer A, Seo J, et al. gt: Easily Create Presentation-Ready Display Tables. 2023. Cited 2023 May 19. Available from: https://cran.r-project.org/web/packages/gt/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10759368/	
ProJIVE		created	https://github.com/thebrisklab/ProJIVE	We provide an example of this with our supplementary code available at https://github.com/thebrisklab/ProJIVE.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13308631/	
ProJIVE		created	https://github.com/thebrisklab/ProJIVE	Code to reproduce the analysis is available at https://github.com/thebrisklab/ProJIVE.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13308631/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13252498/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12089551/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3883500/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13286836/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13169838/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10775662/	
Allen Human Brain Atlas		used	http://human.brain-map.org	Gene expression data from the Allen Human Brain Atlas (AHBA, http://human.brain-map.org ), including 3702 samples from six postmortem neurotypical adult brains, were processed using the abagen pipeline	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13022452/	
abagen		used	https://github.com/rmarkello/abagen	Gene expression data from the Allen Human Brain Atlas (AHBA, http://human.brain-map.org ), including 3702 samples from six postmortem neurotypical adult brains, were processed using the abagen pipeline [ 36 ] ( https://github.com/rmarkello/abagen )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13022452/	
Cam-CAN		used	http://www.mrc-cbu.cam.ac.uk/datasets/camcan	Data in this study were obtained from the Cam-CAN ( http://www.mrc-cbu.cam.ac.uk/datasets/camcan )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13022452/	
OASIS-3		used	https://www.oasis-brains.org	Data in this study were obtained from the Cam-CAN ( http://www.mrc-cbu.cam.ac.uk/datasets/camcan ), OASIS-3 ( https://www.oasis-brains.org )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13022452/	
ADNI		used	http://adni.loni.usc.edu	Data in this study were obtained from the Cam-CAN ( http://www.mrc-cbu.cam.ac.uk/datasets/camcan ), OASIS-3 ( https://www.oasis-brains.org ), and ADNI ( http://adni.loni.usc.edu ) databases.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13022452/	
PCNtoolkit		used	https://github.com/amarquand/PCNtoolkit	The normative model was generated using the PCNtoolkit software package ( https://github.com/amarquand/PCNtoolkit ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13022452/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12367338/	
RGCCA	3.0.3	used	https://cran.r-project.org/web/packages/RGCCA/index.html	Comprehensive R Archive Network (CRAN) ( 2023 ). Regularized and Sparse Generalized Canonical Correlation Analysis for Multiblock Data [R package RGCCA version 3.0.3] . Available online at: https://cran.r-project.org/web/packages/RGCCA/index.html (Accessed August 15, 2025).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13044590/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13060494/	
MLNI	v0.1.2 and v0.1.5	used	https://github.com/anbai106/mlni	MLNI (v0.1.2 and v0.1.5): https://github.com/anbai106/mlni , MRIBAG generation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
FUMA	v1.5.0	used	https://fuma.ctglab.nl/	FUMA (v1.5.0): https://fuma.ctglab.nl/ , Gene mapping, genomic locus annotation;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
GCTA	v1.94.1	used	https://yanglab.westlake.edu.cn/software/gcta/#Overview	GCTA (v1.94.1): https://yanglab.westlake.edu.cn/software/gcta/#Overview , fastGWA;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
LDSC	git version aa33296	used	https://github.com/bulik/ldsc	LDSC (git version aa33296): https://github.com/bulik/ldsc , genetic correlation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
TwoSampleMR	v0.5.6	used	https://mrcieu.github.io/TwoSampleMR/index.html	TwoSampleMR (v0.5.6): https://mrcieu.github.io/TwoSampleMR/index.html , Mendelian randomization;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
PRScs	release date: Aug 10, 2023	used	https://github.com/getian107/PRScs	PRScs (release date: Aug 10, 2023): https://github.com/getian107/PRScs , PRS calculation;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
Lifelines	v0.27.8	used	https://lifelines.readthedocs.io/en/latest/	Lifelines (v0.27.8): https://lifelines.readthedocs.io/en/latest/ , Survival analysis;	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
String	V12.0	used	https://string-db.org/	String (V12.0): https://string-db.org/ , protein analyses.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
coloc	v5	used	https://github.com/chr1swallace/coloc	coloc (v5): https://github.com/chr1swallace/coloc ; Bayesian colocalization.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884016/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11235878/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10854357/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13310903/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12135225/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3234452/	
limma	3.54.0	used		Normalized gene counts from the microarrays were used to identify differentially expressed genes (DEGs) between the p75 NTR + /TOC1- vs. p75 NTR + /TOC1 + nbM neurons, adjusting for subject and using clinical group as a covariate via the limma package (v3.54.0)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
ggvenn	0.1.10	used	https://github.com/yanlinlin82/ggvenn	The ggvenn package (v0.1.10: https://github.com/yanlinlin82/ggvenn ) was used to visualize intersections of DEGs across different comparisons.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
ggplot2	3.5.2	used		Volcano plots were created using R package ggplot2 v3.5.2.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
org.Hs.eg.db	3.17.0	used		The gene probe names were first changed to official gene symbols and then to ENTREZ ids using Bioconductor's Genome wide annotation for Human (org.Hs.eg.db_3.17.0).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
gprofiler2	0.2.2	used		The analysis was performed with the gprofiler2 package (v 0.2.2) which uses the hypergeometric test followed by correction for multiple testing with the package's custom algorithm.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
fgsea	1.26.0	used		Enrichment of module genes was assessed with GSEA using the fgsea R package (v 1.26.0), as described above.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
WGCNA		used		The 861 array genes included in the WGCNA analysis were used as a custom background set.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
R		used		Volcano plots were created using R package ggplot2 v3.5.2.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12557935/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12490388/	
Nilearn		used		Timeseries extraction from fMRI Nifti images was performed using Nilearn 102 in Python 3.12	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
Python	3.12	used		Timeseries extraction from fMRI Nifti images was performed using Nilearn 102 in Python 3.12	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
R	4.4.2	used		all other analyses and visualisation was done using R 4.4.2 (2024)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
tidyverse		used		using an array of different packages including: tidyverse 103	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
sf		used		using an array of different packages including: tidyverse 103 ; sf 104	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
cowplot		used		using an array of different packages including: sf 104 ; cowplot 105	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
patchwork		used		using an array of different packages including: cowplot 105 ; patchwork 106	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
ggsegSchaefer		used		using an array of different packages including: patchwork 106 ; ggsegSchaefer 107	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
magick		used		using an array of different packages including: ggsegSchaefer 107 ; magick 108	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
lme4		used		using an array of different packages including: magick 108 ; lme4 101	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
gratia		used		using an array of different packages including: lme4 101 ; gratia 109	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
ggpmisc		used		using an array of different packages including: gratia 109 ; ggpmisc 110	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
ggside		used		using an array of different packages including: ggpmisc 110 ; ggside 111	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
mgcv		used		using an array of different packages including: ggside 111 ; mgcv 112	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
SCORPIUS		used		using an array of different packages including: mgcv 112 ; and SCORPIUS 45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
quarto		used		Code for all analyses and visualisation, including a quarto document for reproducing this manuscript with synthetic data is available at https://github.com/DeMONLab-BioFINDER/fc_changes_follow_gradients	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12258722/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12211958/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6778042/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13279448/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10836824/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11751436/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12963294/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4654127/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11032710/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12541278/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11909759/	
PG-BrainBagNet		created	https://github.com/ku-milab/PG-BrainBagNet	All codes used in our experiments are available at https://github.com/ku-milab/PG-BrainBagNet .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10356790/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12438449/	
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11996744/	
