Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Aryia-Behroziuan/neurons	Aryia-Behroziuan	Aryia-Behroziuan		YES - The repository mentions medical diagnosis, brain-machine interfaces, bioinformatics, and anatomy as applications of machine learning. It also references using Bayesian networks to represent probabilistic relationships between diseases and symptoms, indicating biomedical relevance.	This repository appears to be an educational or reference resource about artificial neural networks and machine learning concepts. It provides comprehensive explanations of various machine learning approaches including ANNs, decision trees, support vector machines, regression analysis, Bayesian networks, and genetic algorithms, along with their applications.	Not specified in the available repository information.	Not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sina-mansour/UKB-connectomics	sina-mansour	sina-mansour; AndrewZalesky	Jupyter Notebook	YES - This repository is directly related to brain imaging and neuroimaging analysis. It focuses on creating brain connectomes (neural network maps) from UK Biobank participants' brain imaging data, which is fundamental for understanding brain connectivity patterns and has applications in studying neurological and psychiatric conditions.	This repository provides a comprehensive pipeline for processing brain imaging data from 40,000 UK Biobank participants to generate structural and functional brain connectomes. The code includes automated SLURM pipelines for tractography, individual brain parcellations, and connectivity mapping from raw neuroimaging data to connectivity matrices. It offers multiple approaches (bash, Matlab, Python) to generate approximately 1000 alternative connectomes using various parcellations and connectivity metrics.	Brain imaging data including structural MRI (for tractography), functional MRI (for functional connectivity), diffusion MRI (for white matter tractography), brain parcellations, functional time series, and connectivity matrices.	FreeSurfer (v7.1.1), FSL (v6.0.3), MRtrix3 (custom build), NumPy, SciPy, Pandas, NiBabel, SLURM (for cluster computing), bash scripting, Matlab, and Python.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/dolphin-in-a-coma/multi-task-cnn-eeg-emotion	dolphin-in-a-coma	dolphin-in-a-coma	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on EEG-based emotion recognition using brain signal analysis. It involves neuroimaging data (EEG) processing and analysis for understanding brain activity patterns related to emotional states, which falls under neuroscience and brain analysis applications.	This code implements a Multi-Task Convolutional Neural Network (MT-CNN) for emotion recognition from EEG brain signals, specifically designed to classify valence and arousal emotions from the DEAP dataset. The model converts EEG signals into 2D brain maps and uses CNN architecture to achieve state-of-the-art accuracy (98.18% for valence, 97.80% for arousal) on subject-dependent emotion recognition tasks.	EEG (electroencephalography) signals, differential entropy (DE) features, power spectral density (PSD) features, 2D brain maps, emotion labels (valence, arousal, liking, dominance ratings)	Keras, Python, MATLAB (.mat file processing), Jupyter Notebook/Google Colab, CNN (Convolutional Neural Networks), multi-task learning framework, DEAP dataset processing scripts
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/spin-test/spin-test	spin-test	siyuanliu8; aaronab	MATLAB	YES - This repository is directly relevant to biomedical research as it provides tools for analyzing cortical surface maps and testing spatial correspondence between brain structure and function maps. It specifically deals with neuroimaging data processing and statistical analysis of brain surfaces, which are fundamental components of neuroscience and neurological research.	"This toolbox implements a ""spin test"" method for testing anatomical correspondence between cortical surface maps in FreeSurfer or CIVET neuroimaging formats. The code generates null distributions by randomly rotating brain surface maps and calculates p-values to determine statistical significance of correlations between different brain maps. It provides a robust statistical framework for validating spatial relationships in neuroimaging data while accounting for the inherent spatial autocorrelation in brain maps."	Cortical surface maps, FreeSurfer neuroimaging data, CIVET neuroimaging data, brain structure maps, brain function maps, parcellated brain maps	MATLAB, FreeSurfer MATLAB toolbox, SurfStat toolbox, nearestneighbour.m function, FreeSurfer fsaverage5, CIVET surface processing tools
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/murraylab/brainsmash	murraylab	rmarkello; jbburt; dependabot[bot]	Python	YES - This repository is biomedically relevant as it focuses on statistical testing and analysis of spatially autocorrelated brain maps, which is directly related to neuroimaging and brain analysis research.	BrainSMASH is a Python computational platform designed for statistical testing of spatially autocorrelated brain maps by generating surrogate brain maps that match the spatial autocorrelation patterns of target brain maps. The tool provides utilities for working with Connectome Workbench surface-based neuroimaging files and includes methods for computing distance matrices and goodness-of-fit metrics.	Brain maps, surface-based neuroimaging files (Connectome Workbench format), voxel coordinates, cortical and subcortical brain data	Python 3+, numpy, scipy, pandas, nibabel, matplotlib, scikit-learn, Connectome Workbench (wb_command), Dijkstra's algorithm implementation
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/quadbio/VoxHunt	quadbio	joschif; quadbiolab	HTML	YES - This repository is highly biomedically relevant as it focuses on brain organoid analysis and neurobiological research. It specifically addresses brain development, cell differentiation, and brain structure identification through comparison with established brain atlases, which directly relates to neuroscience and potential applications in studying neurodevelopmental disorders.	VoxHunt is an R package designed to analyze brain organoids by comparing single-cell transcriptomic data to reference brain atlases, particularly the Allen Brain Atlas. The tool helps researchers validate brain organoid protocols, identify cell types, and assess developmental patterning by mapping single-cell genomic data to three-dimensional in situ hybridization reference data.	Single-cell transcriptomic data (scRNA-seq), three-dimensional in situ hybridization (ISH) data from Allen Brain Atlas, BrainSpan human microdissected brain data, developing mouse brain scRNA-seq atlas data	R, Seurat, Presto (GitHub package), EPIC (deconvolution), devtools, Allen Brain Atlas (ABA) expression data, BrainSpan database, developing mouse brain scRNA-seq atlas
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/DierMeng/JavaBrainMap	DierMeng	DierMeng		"NO - This repository is not biomedically relevant. Despite having ""Brain Map"" in the name, it is actually a Java programming knowledge repository that contains mind maps and study materials for Java development concepts, frameworks, and technologies. It has no connection to neuroscience, brain imaging, or medical research."	This repository serves as a comprehensive study guide and knowledge base for Java programming, organized as mind maps and documentation covering various Java-related topics. It includes materials on Java fundamentals, advanced concepts, JVM, frameworks like Spring, databases, distributed systems, and other software development topics. The repository is designed as a learning resource for Java developers to reference and contribute to.	Not specified in the available repository information.	Markdown, sourcegraph.com (for text searching), mind mapping tools (implied but not explicitly specified).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OishiLab/OpenMAP-T1	OishiLab	kei-lab1106; jhu-cnilab	Python	YES. This repository is highly biomedically relevant as it focuses on brain imaging analysis, specifically developing a deep learning method for parcellating T1-weighted brain MRI images into 280 anatomical regions. The tool is designed for neuroscientific and clinical research, with particular applications in neuroimaging and potential relevance to neurological conditions including Alzheimer's disease research (as evidenced by the authors' affiliation with the Richman Family Precision Medicine Center of Excellence in Alzheimer's Disease).	OpenMAP-T1 is a deep learning-based tool that performs rapid and accurate whole brain parcellation of T1-weighted MRI images, segmenting the brain into 280 anatomical structures. The system integrates multiple convolutional neural networks across six phases (preprocessing, cropping, skull stripping, parcellation, hemisphere segmentation, and final merging) to overcome limitations of traditional atlas-based approaches while reducing processing time from hours to under 90 seconds.	T1-weighted brain MRI images, neuroimaging data from multiple scanner types and magnetic field strengths, clinical brain images with various processing conditions including defaced images.	PyTorch (deep learning framework), Docker (containerization), Python 3.9+, convolutional neural networks, JHU-atlas (anatomical reference), HuggingFace (cloud application deployment), Google Colab (cloud computing platform), various neuroimaging processing libraries (specified in requirements.txt but not detailed in the provided content).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sarslancs/graph_saliency_maps	sarslancs	sarslancs	Python	YES - This repository is directly biomedically relevant as it focuses on brain imaging analysis and neuroimaging research. It implements graph saliency maps for analyzing functional brain connectivity networks using data from the UK Biobank, specifically for sex classification tasks based on brain connectivity patterns.	This code implements an activation-based visual attribution method for analyzing irregular graphs using graph convolutional neural networks (GCNs). The method generates saliency maps to identify important brain regions and connections in functional brain connectivity networks, validated through a sex classification task using UK Biobank neuroimaging data.	Functional brain connectivity networks, neuroimaging data from UK Biobank, adjacency matrices representing brain region connections, datasets with dimensionality of num_subjects x num_regions x num_signals.	TensorFlow (CPU/GPU versions), Python 2.7.14, Anaconda, numpy, sklearn, scipy, matplotlib, tensorflow-tensorboard, CUDA 8.0, spectral convolutional networks framework, graph convolutional neural networks (GCNs).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/int-brain-lab/paper-brain-wide-map	int-brain-lab	mschart; juhuntenburg; berkgercek; oliche; chris-langfield; yanliangshi; GaelleChapuis; mayofaulkner; k1o0; themattinthehatt	Python	YES - This repository is directly related to neuroscience research, specifically analyzing brain-wide neural activity patterns during complex behavior in mice. It supports research published in Nature about mapping neural activity across the entire brain, which is fundamental to understanding brain function and could inform research on neurological conditions.	This code repository provides tools and analysis scripts for the International Brain Laboratory's brain-wide mapping project that analyzes neural activity across the entire mouse brain during decision-making tasks. The code enables querying and loading of large-scale electrophysiology datasets, with functions to access information about recording sessions, neural units, and their anatomical locations. It serves as the computational foundation for reproducing analyses from two Nature papers on brain-wide neural representations.	Electrophysiology data (neural recordings), behavioral data from decision-making tasks, anatomical/atlas data (brain coordinates and regions), and metadata about recording sessions and neural units.	Python, conda, git, ONE (Open Neurophysiology Environment) API, pandas (implied from dataframe usage), and the International Brain Laboratory's data infrastructure and analysis ecosystem.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/chrisgorgo/alleninf	chrisgorgo	chrisgorgo; dankessler; rmarkello	Python	YES - This repository is biomedically relevant as it focuses on brain analysis by comparing statistical brain maps with gene expression patterns from the Allen Human Brain Atlas, which is directly related to neuroscience and brain research.	This package compares unthresholded statistical brain maps (in NIFTI format) with gene expression patterns from the Allen Human Brain Atlas to identify correlations between brain activity and genetic expression. It provides multiple statistical inference methods including fixed effects, approximate random effects, and Bayesian hierarchical models to analyze the relationship between neuroimaging data and gene expression across different brain regions.	- MRI/neuroimaging data (NIFTI files in MNI space) - Gene expression data from Allen Human Brain Atlas - Statistical brain maps - Brain masks	- Python - Allen Human Brain Atlas API - NIFTI file processing - PyMC3 (for Bayesian analysis) - scikit-learn (for PCA probe reduction) - ANTs (Advanced Normalization Tools for brain registration) - Statistical analysis tools (MCMC, correlation analysis)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ins-amu/BVEP	ins-amu	mhashemi0873; davidrpenas	Jupyter Notebook	YES - This repository is highly biomedically relevant as it focuses specifically on epilepsy research and modeling. It implements a Bayesian framework for creating individualized whole-brain models of epilepsy spread, which directly relates to neurological conditions and brain disorder analysis.	BVEP (Bayesian Virtual Epileptic Patient) is a probabilistic framework that creates personalized whole-brain computational models of epilepsy to understand how seizures spread through the brain. The system uses various Bayesian inference methods including NUTS, ADVI, and simulation-based inference to invert individualized brain models and identify spatial patterns of epileptogenicity in patients.	Not specified in the available repository information, though the references suggest the framework works with brain imaging data and clinical epilepsy data for creating personalized models.	- The Virtual Brain (TVB) for brain simulation - Stan for Bayesian inference - PyMC3 for probabilistic programming - Simulation-based Inference (SBI) framework - No-U-Turn Sampler (NUTS) - Automatic Differentiation Variational Inference (ADVI) - Hamiltonian Monte Carlo - Deep neural density estimators
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OpenXAIProject/Preprocessed_IXI_Dataset	OpenXAIProject	JunsikChoi; wltjr1007		YES - This repository is biomedically relevant as it contains preprocessed brain MRI data for neuroimaging analysis. The dataset focuses on brain tissue segmentation (grey matter and white matter) and follows voxel-based morphometry protocols commonly used in neuroscience research for studying brain structure and potentially brain aging.	This repository provides a preprocessed version of the IXI dataset containing nearly 600 MR images from healthy subjects that have undergone standardized brain imaging preprocessing. The preprocessing pipeline includes tissue segmentation, spatial normalization to standard space, and smoothing to generate normalized brain volume maps suitable for neuroimaging analysis and machine learning applications.	- T1-weighted MRI images - T2-weighted MRI images - PD-weighted MRI images - MRA (Magnetic Resonance Angiography) images - Diffusion-weighted images (15 directions) - Grey matter (GM) tissue maps - White matter (WM) tissue maps - Normalized brain volume maps	- SPM12 (Statistical Parametric Mapping) - MATLAB R2018a - DARTEL (Diffeomorphic Anatomical Registration Through Exponentiated Lie Algebra) - MNI152 standard space template - Voxel-based Morphometry (VBM) protocols
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AICONSlab/HippMapp3r	AICONSlab	entiri; mgoubran; jyheaton; pmojiri	Python	YES - This repository is directly biomedically relevant as it focuses on hippocampus segmentation from MRI brain images. The hippocampus is a critical brain structure for memory and is heavily affected in neurodegenerative diseases like Alzheimer's disease and dementia, making automated segmentation tools valuable for clinical and research applications in neurological disorders.	HippMapp3r is a CNN-based segmentation algorithm designed to automatically segment the whole hippocampus from T1-weighted MRI brain images. The tool is specifically designed to handle brains with extensive atrophy and can perform hippocampal segmentation in seconds, requiring only skull-stripped T1-weighted images as input.	T1-weighted MRI brain images (skull-stripped)	CNN (Convolutional Neural Networks), Docker, Singularity containers, MRI image processing tools
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sheepduke/silver-brain	sheepduke	sheepduke; dependabot[bot]; SilverDargon	Rust	"NO. This is a personal knowledge management software inspired by ""org-brain"" for Emacs users. Despite the name ""Silver-Brain,"" it is not related to neuroscience, brain imaging, or any biomedical research - it's a general-purpose tool for organizing concepts and their relationships in a knowledge network."	Silver-Brain is a knowledge management application that allows users to create, organize, and link concepts in a structured network similar to mind-mapping software. It uses a client-server architecture with a Common Lisp backend that stores data in SQLite and an Emacs frontend for editing concepts using Org Mode, enabling users to build personal knowledge centers with hierarchical and associative relationships between concepts.	Not specified in the available repository information.	Common Lisp, SQLite 3, Emacs Org Mode, ASDF (Another System Definition Facility), Roswell (Common Lisp implementation manager), Quicklisp, Mito, Clack, Vuetify (for web UI), HTTP for client-server communication, and Syncthing (mentioned for file synchronization).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OpenXAIProject/Preprocessed_ABIDE_Dataset	OpenXAIProject	JunsikChoi		YES - This repository contains preprocessed brain imaging data from the ABIDE (Autism Brain Imaging Data Exchange) dataset, which is specifically focused on autism spectrum disorder (ASD) research. It involves neuroimaging analysis of brain structure differences between individuals with ASD and typical controls, making it directly relevant to biomedical research in neurodevelopmental disorders.	This repository provides preprocessed T1 MRI brain imaging data from the ABIDE dataset, which has been processed through a standardized pipeline to generate normalized brain volume maps. The preprocessing involves tissue segmentation, spatial normalization to standard space, and smoothing to prepare the data for machine learning analysis of autism spectrum disorder.	- Resting state fMRI (R-fMRI) - T1 anatomical MRI data - Phenotypic dataset - Normalized brain volume maps (grey matter and white matter)	- SPM12 (Statistical Parametric Mapping) - MATLAB R2018a - DARTEL (Diffeomorphic Anatomical Registration Through Exponentiated Lie Algebra) - MNI152 standard space template - Voxel-based Morphometry (VBM) techniques
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/PRIME-RE/RheMAP	PRIME-RE	pcklink; niksirbi	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on brain imaging and neuroimaging analysis for rhesus macaque brains. It provides tools for registering and transforming MRI data between different macaque brain templates, which is essential for comparative neuroscience research and studies of brain structure and function that often serve as models for human neurological conditions.	RheMAP provides pre-calculated non-linear volumetric registrations between commonly used rhesus macaque brain templates to facilitate cross-study comparisons and data sharing. The repository contains code for computing registration warps using ANTs and example implementations showing how to remap MRI data between different template spaces. It addresses the lack of a standardized template space in macaque neuroimaging research by enabling direct transformation between multiple existing templates.	MRI data (structural brain imaging), brain templates in NIFTI format, brain atlases/parcellations, statistical maps, surface data in GIFTI and MGZ formats, volumetric registration warps	ANTs (Advanced Normalization Tools), FireANTs, Jupyter notebooks, AFNI, FreeSurfer, NIFTI format support, GIFTI format support, MINC format support, Zenodo for data distribution, G-NODE/GIN for data hosting
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/akshayaggarwal99/nodenest	akshayaggarwal99	hiakshay; akshayaggarwal99; ttrezren	TypeScript	NO. This is a general-purpose AI tutoring application that creates visual knowledge graphs for learning any topic. While it could potentially be used to learn about biomedical subjects, the repository itself is not specifically designed for or focused on biomedical research, clinical applications, or neurological conditions.	NodeNest is an AI-powered visual learning platform that transforms traditional chat-based interactions into interactive knowledge graphs. Instead of linear conversations, it creates node-based visual maps where concepts are connected semantically, using a Socratic teaching approach to guide users through topics with questions rather than lectures.	Not specified in the available repository information.	Next.js 16 (Turbopack), Google Gemini 3 Flash Preview API, React Flow, Dagre (for auto-layout), Zustand (state management), Tailwind CSS v4, Vercel (deployment platform).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ngohgia/text2brain	ngohgia	ngohgia; mnhng	Python	YES - This repository is highly biomedically relevant as it focuses on neuroimaging and brain analysis. It generates brain activation maps from text queries, processes neuroimaging literature, and works with whole-brain activation patterns, which directly relates to neuroscience research and brain imaging applications.	Text2Brain is a search engine that generates brain activation maps from free-form text queries by combining natural language processing with neuroimaging. It uses a fine-tuned SciBERT transformer encoder to process text queries and a 3D convolutional neural network to generate corresponding whole-brain activation maps, enabling researchers to efficiently search through neuroimaging literature and visualize brain activation patterns.	Brain activation maps, neuroimaging data (NIfTI format .nii.gz files), neuroimaging literature text data	SciBERT (transformer encoder), 3D Convolutional Neural Network (CNN), Anaconda/Conda, PyTorch (.pth model files), Hugging Face transformers, Python
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/owenrandlett/Z-Brain	owenrandlett	owenrandlett	MATLAB	YES - This repository is biomedically relevant as it provides neuroimaging analysis tools and a neuroanatomical reference atlas for zebrafish neuroscience research. It focuses on brain imaging, neuroanatomical mapping, and analysis of neural activity, which are directly applicable to understanding brain structure and function in a model organism commonly used in biomedical research.	This repository contains analysis scripts and viewer functions for the Z-Brain neuroanatomical reference atlas and MAP-Mapping methods for zebrafish brain research. The code provides tools to explore a standardized 6dpf zebrafish brain atlas with 294 segmented regions and 29 anatomical labels, allowing researchers to register new datasets and perform comparative analysis. It includes functionality for multicolor overlays, region identification, and automated annotation of anatomical and functional brain data.	- Brain imaging data (anti-ERK stained zebrafish larvae) - Anatomical markers (antibody stains, transgenes, dye fills) - pERK and tERK stained data for activity mapping - HDF5 image stacks - Regional mask definitions - Neuroanatomical reference atlas data	- MATLAB (primary platform) - HDF5 file format - CMTK (Computational Morphometry Toolkit) for image registration - NRRD file format for reference brain data - Web browser interface for basic exploration
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/vzachari/IronSmithQSM	vzachari	vzachari	Shell	YES - This repository is highly biomedically relevant as it focuses on Quantitative Susceptibility Mapping (QSM) for brain imaging analysis. QSM is used to measure iron concentration in brain regions, which is crucial for studying neurodegenerative diseases like Alzheimer's and Parkinson's disease where iron accumulation plays a significant role in disease progression.	Ironsmith QSM is a comprehensive, fully automated pipeline that processes brain MRI data to create Quantitative Susceptibility Maps (QSM) and extract iron concentration measurements from specific brain regions. The software automates the conversion of GRE DICOM images to QSM maps, performs brain segmentation into 89 regions of interest, filters outlier values, and outputs results in CSV format for further analysis.	GRE (Gradient Recalled Echo) DICOM images, MPR (Magnetization Prepared Rapid) T1 images, multi-echo MPR (MEMPR) T1 images, phase images, magnitude images, QSM maps	MATLAB (R2017b to R2019b), MEDI Toolbox, FreeSurfer (versions 6.0.0 and 7.1.1), Singularity containers, Bash UNIX shell, GNU coreutils, Image Processing Toolbox (MATLAB), Git
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AmarBhatt/Temporal_Difference_Learning_Path_Planning	AmarBhatt	AmarBhatt	Matlab	NO. This repository focuses on robotic path planning and navigation using reinforcement learning algorithms for disaster response scenarios. While it mentions how animals and humans learn through reinforcement learning, the actual implementation is for autonomous robotic systems navigating physical terrain, not for biomedical research, brain analysis, or neurological applications.	This code implements temporal difference learning algorithms (Q-Learning and SARSA) for robotic path planning in unknown environments. The system uses simulated sensor data to enable a robot to navigate through terrain (such as post-disaster areas) to reach a goal while optimizing for distance, safety, and terrain navigation.	Simulated sensor data including ultrasonic sensors, moisture sensors, encoders, shock sensors, pressure sensors, and steepness sensors.	Not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/netneurolab/markello_spatialnulls	netneurolab	rmarkello	Python	YES - This repository is directly relevant to biomedical research as it focuses on neuroimaging data analysis methods, specifically developing and comparing spatial null models for whole-brain neuroimaging statistical analyses. The work addresses methodological challenges in brain imaging research and uses Human Connectome Project (HCP) neuroimaging data.	This repository contains code for comparing different spatial null model implementations used in statistical analyses of whole-brain neuroimaging data. The research investigates how well various null models account for spatial autocorrelation in brain maps, which is a critical methodological consideration in neuroimaging studies.	Whole-brain neuroimaging data (likely MRI-based), Human Connectome Project (HCP) data. Specific imaging modalities are not detailed in the available repository information.	Python, Conda (environment management), Singularity (containerization), parspin package (custom tool included in repository), Make (build automation), OSF (Open Science Framework for data hosting).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/aviralchharia/Brain-Tumor-Detection-with-VGG-16-Transfer-Learning	aviralchharia	aviralchharia	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on brain tumor detection using MRI scans, which is a critical application in medical imaging and neurological healthcare. The project aims to assist in robotic surgery by automatically classifying brain tumors, making it highly relevant to clinical neuroscience and medical diagnosis.	This project implements a deep learning solution for binary classification of brain tumors using MRI scan images. It employs transfer learning with the VGG-16 CNN architecture to classify MRI scans as either containing a tumor or being tumor-free, with data preprocessing and augmentation techniques applied to enhance model performance.	MRI (Magnetic Resonance Imaging) brain scan images	VGG-16 CNN architecture, Transfer Learning, Convolutional Neural Networks (CNN), Computer Vision techniques, Deep Learning frameworks (specific framework not explicitly mentioned but likely TensorFlow/Keras or PyTorch), Data Augmentation tools, Image preprocessing utilities
National Alzheimer's Coordinating Center Uniform Data Set	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/tjiagoM/adni_phenotypes	tjiagoM	tjiagoM	Python	YES - This repository is directly focused on Alzheimer's disease research, specifically identifying healthy individuals with Alzheimer's disease neuroimaging phenotypes using data from ADNI, NACC, and UK Biobank datasets. It involves brain imaging analysis and clinical data analysis for neurodegenerative disease research.	This code implements a machine learning model to identify neuroimaging phenotypes associated with Alzheimer's disease in healthy individuals from the UK Biobank dataset. The repository contains training and inference scripts for a neural network model, along with data preprocessing pipelines and Bayesian statistical analysis tools for analyzing clinical scores across multiple neuroimaging datasets.	Neuroimaging data, clinical scores, demographic data from ADNI (Alzheimer's Disease Neuroimaging Initiative), NACC (National Alzheimer's Coordinating Center), and UK Biobank datasets.	Python, PyTorch, Weights & Biases (wandb), Miniconda/Anaconda, Jupyter notebooks, R (for Bayesian statistical analysis), Monte Carlo dropout, regression models (pickle files).
National Alzheimer's Coordinating Center Uniform Data Set	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/manvis2/Predicting-Alzheimers-Disease-Progression	manvis2	manvis2	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease, a major neurodegenerative condition. It involves clinical data analysis to predict disease progression using longitudinal patient records from Alzheimer's Disease Research Centers.	This project implements machine learning models (Random Forest and XGBoost) to predict the rate of cognitive decline in Alzheimer's patients using longitudinal clinical data from the National Alzheimer's Coordinating Center. The code preprocesses patient data, performs hyperparameter tuning, and evaluates models to identify factors associated with disease progression rates.	Longitudinal clinical data, demographic data, health indicators, behavioral data, Clinical Dementia Rating (CDR) scores, body mass index, patient independence assessments, anxiety measures.	Python, Jupyter Notebook, Random Forest, XGBoost, Optuna (hyperparameter tuning), National Alzheimer's Coordinating Center (NACC) Uniform Data Set (UDS).
National Alzheimer's Coordinating Center Uniform Data Set	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/cemiledemir/NACC_Alzheimer_Disease_Prediction	cemiledemir	cemiledemir	Jupyter Notebook	YES. This repository is directly focused on Alzheimer's disease prediction, which is a major neurodegenerative disorder. The project uses clinical data from the National Alzheimer's Coordinating Center (NACC) to develop machine learning models for predicting different progressive levels of Alzheimer's disease impairment.	This project develops a deep neural network using TensorFlow to predict four different progressive levels of Alzheimer's disease (no impairment, questionable impairment, mild impairment, and moderate/severe impairment). The code implements a multi-class classification model using a sequential neural network with multiple hidden layers, dropout regularization, and addresses class imbalance issues in the NACC dataset containing 9,180 individuals with 38 clinical features.	Clinical data from the National Alzheimer's Coordinating Center (NACC) including patient demographics (age), cognitive assessment scores (NACCMOCA), independence measures (INDEPEND_1, INDEPEND_2), residence information (RESIDENC_1, RESIDENC_2), and disease severity labels with four progressive levels of Alzheimer's impairment.	TensorFlow, Sequential neural networks, Adam optimizer, categorical cross-entropy loss function, dropout regularization, ReLU and softmax activation functions, confusion matrix analysis, precision/recall/F1-score metrics, correlation analysis for multicollinearity detection.
National Alzheimer's Coordinating Center Uniform Data Set	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/RaymondSHANG/NACC_AI	RaymondSHANG	RaymondSHANG	HTML	YES - This repository is directly related to Alzheimer's Disease research, analyzing the NACC (National Alzheimer's Coordinating Center) dataset, which is a well-known clinical research database for neurodegenerative disease studies.	This repository contains analysis code for the NACC dataset focused on Alzheimer's Disease research. The project appears to apply AI/machine learning techniques to analyze clinical data from the National Alzheimer's Coordinating Center database.	Not specified in the available repository information.	Not specified in the available repository information.
National Alzheimer's Coordinating Center Uniform Data Set	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/yoonjoungkim/alzheimers-automl	yoonjoungkim	yoonjoungkim	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's Disease prediction, which is a major neurodegenerative disease. It uses AutoML techniques for classification modeling with the NACC (National Alzheimer's Coordinating Center) dataset, making it highly relevant to biomedical research in neurodegeneration.	This repository implements an automated machine learning (AutoML) approach for predicting Alzheimer's Disease using classification models. The project leverages the NACC dataset to build predictive models that can classify or predict Alzheimer's Disease status in patients.	NACC (National Alzheimer's Coordinating Center) dataset - likely containing clinical and demographic data related to Alzheimer's Disease patients and controls.	AutoML frameworks (specific tools not specified in the available repository information).
