Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/EEG-FGBIO/FGBIO	EEG-FGBIO	EEG-FGBIO		YES - This repository is biomedically relevant as it focuses on EEG (electroencephalography) signal analysis for biometric identification, which involves brain imaging/neuroimaging data and neuroscientific analysis of brain regions and frequency bands.	This project develops a brain-vision recognition framework that uses EEG signals combined with visual features for fine-grained biometric identification. The approach employs contrastive learning to align EEG neural embeddings with visual representations, offering a privacy-preserving alternative to traditional image-based biometric methods.	EEG signals, visual/RGB images, neural embeddings	"Not specified in the available repository information (code and datasets are listed as ""coming soon"")."
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/klevando/BICCN-StrataQuest-Script	klevando	klevando	MATLAB	YES - This repository is biomedically relevant as it contains code for analyzing brain tissue and cellular data from marmoset brains, specifically for creating a brain cell census that reveals regional specialization of cellular identities. This directly relates to neuroscience research and brain analysis.	This repository contains MATLAB scripts for analyzing and visualizing brain tissue validation data from marmoset brain cell census experiments. The code generates various types of plots including scatterplots, bar graphs, histograms, and density heatmaps to analyze cellular identities and their regional specialization across different brain areas.	Brain tissue data, cellular identity data, flow cytometry data, brain imaging data (available through Brain Image Library), marmoset brain cell census data.	MATLAB, dscatter function for flow cytometry data visualization, Brain Image Library database for additional datasets.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/ziyayylll/Cure-for-lovesickness	ziyayylll	ziyayylll	JavaScript	"NO. This repository is a web-based interactive application designed to help people overcome ""love brain"" (obsessive romantic thinking) through astrology-themed self-help exercises and emotional tracking. While it involves emotional assessment and mood tracking, it is not related to biomedical research, neurodegenerative diseases, brain imaging, or clinical neurological applications."	"This is an interactive web application called ""Cure for Lovesickness"" that provides astrology-themed tools to help users manage romantic obsession and emotional dependency. The application includes emotional assessment sliders, zodiac-based ""supply packages"" with self-care advice, a 21-day self-improvement tracking program, and a ""love brain check center"" with progress tracking and achievement milestones."	User interaction data (emotional assessment scores, daily check-in records, progress tracking data), zodiac preferences, and self-reported symptoms - all stored locally in browser storage.	HTML, CSS, JavaScript, Web Storage API (localStorage), Clipboard API (navigator.clipboard), and standard web browser technologies.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/Blockplay-Footbal/Blockplay-Protocol-	Blockplay-Footbal	Blockplay-Footbal		NO. This repository is for BlockPlay Protocol, a peer-to-peer football (soccer) betting platform built on blockchain technology. It is entirely focused on sports betting, cryptocurrency, and decentralized finance applications, with no relation to biomedical research, neuroscience, brain imaging, or healthcare applications.	BlockPlay Protocol is a decentralized peer-to-peer football betting platform built on Polygon and Avalanche blockchain networks. The protocol allows users to create and match bets directly without intermediaries, includes staking/lending mechanisms, AI-powered fraud detection, and incorporates a charity mechanism that allocates funds to football infrastructure development.	Not specified in the available repository information.	Solidity, Polygon blockchain, Avalanche Subnet, The Graph Subgraph, Python, TensorFlow, React, Tailwind CSS, Hardhat, MetaMask, WalletConnect, OKX, TrustWallet, Bitcoin, USDT, USDC, DAI, and native $PLAY token.
Mount Sinai Brain Bank	MSBB	Alzheimer's Disease; Other Neurodegenerative Diseases; Normal Controls	https://github.com/SNN0/APOE_coexpression_analysis	SNN0	SNN0	R	YES. This repository is directly focused on Alzheimer's disease research, analyzing how APOE genotypes affect gene co-expression networks using RNA-sequencing data from major AD cohorts (ROSMAP and MSBB). It specifically investigates molecular mechanisms underlying AD pathology across different APOE variants.	This code performs co-expression network analysis to investigate how different APOE genotypes (E2E3, E3E3, E3E4) affect gene expression patterns in Alzheimer's disease. It processes RNA-sequencing data from two major cohorts, constructs genotype-specific co-expression networks, identifies monotonic patterns across genotypes, and performs functional enrichment analysis to understand the biological significance of these patterns.	RNA-sequencing data, gene expression data, genotype data (APOE variants), clinical data from ROSMAP (Religious Orders Study and Memory and Aging Project) and MSBB (Mount Sinai Brain Bank) cohorts.	R packages including dplyr, tidyverse, data.table, ggplot2, writexl, Hmisc, foreach, doParallel, DESeq2, limma, edgeR, clusterProfiler, org.Hs.eg.db, enrichplot, biomaRt; Bioconductor for genomics analysis; Gene Ontology (GO) and KEGG pathway databases for functional enrichment analysis.
Mount Sinai Brain Bank	MSBB	Alzheimer's Disease; Other Neurodegenerative Diseases; Normal Controls	https://github.com/jamiecarnevale/RNASeq-AD-Classification	jamiecarnevale	jamiecarnevale	Jupyter Notebook	YES. This repository is directly focused on Alzheimer's disease research, using RNA sequencing data to classify patients with and without Alzheimer's disease. It explores key theories of Alzheimer's pathogenesis including amyloid plaques, glucose metabolism dysfunction, and blood-brain barrier issues, making it highly relevant to neurodegenerative disease research.	This project develops machine learning models to classify Alzheimer's disease patients using RNA-seq gene expression data from multiple brain banks and research studies. The code implements various classification algorithms including logistic regression, random forest, XGBoost, and neural networks, with logistic regression achieving the best performance (87% accuracy, 93% ROC-AUC). The analysis identifies key genes like TIMM44 and MT-CO2 related to mitochondrial function and long non-coding RNAs as important features for disease classification.	RNA sequencing (RNA-seq) data, specifically residual counts (normalized gene expression data) from brain tissue samples. Data sources include ROSMAP (Religious Orders Study and Memory and Aging Project), MSBB (Mount Sinai Brain Bank), and MAYO Clinic Study.	Machine learning algorithms (Logistic Regression, Random Forest, XGBoost, Sequential Neural Network), hyperparameter tuning, confusion matrix analysis, ROC-AUC analysis, and classification metrics. Specific software packages are not explicitly mentioned in the available repository content.
Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	Alzheimer's Disease; Normal Aging	https://github.com/Collinformatics/SEA-AD	Collinformatics	Collinformatics	Python	YES - This repository is biomedically relevant as it analyzes SEA-AD (Seattle Alzheimer's Disease Brain Cell Atlas) datasets, focusing on AT8 signal analysis which is a marker for tau pathology in Alzheimer's disease. The code specifically examines neuropathological data and allows selection of patients based on AT8 signal thresholds across different brain layers.	This code provides a framework for loading and analyzing SEA-AD datasets related to Alzheimer's disease research. It focuses on analyzing AT8 (tau pathology) signal distributions across different cortical layers and allows researchers to select patients of interest based on configurable AT8 signal thresholds. The tool appears to be designed for neuropathological data exploration and patient stratification in Alzheimer's disease studies.	- Neuropathological quantitative data (AT8 signal measurements) - Donor metadata - MTG (middle temporal gyrus) tissue extraction data - Luminex assay data - Clinical/cohort data in CSV and Excel formats	- Python packages: numpy, pandas, openpyxl, seaborn - Data visualization capabilities - Interactive script controls (keyboard shortcuts for figure management and script control) - Excel and CSV file processing capabilities
Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	Alzheimer's Disease; Normal Aging	https://github.com/OpenBioResearch/brain-cell-atlas-s3	OpenBioResearch	OpenBioResearch; ggorlen	Python	YES - This repository is directly related to Alzheimer's disease research, specifically providing tools to explore the SEA-AD (Seattle Alzheimer's Disease Brain Cell Atlas) dataset which studies molecular and cellular changes in Alzheimer's disease using single-cell profiling technologies.	This project provides Python scripts and a Streamlit web application to facilitate exploration of the SEA-AD dataset hosted on AWS S3. The tools help researchers summarize, visualize, and access the vast single-cell profiling data from both diseased and healthy brains to understand Alzheimer's disease at the molecular level.	Single-cell RNA sequencing (snRNAseq), single-cell ATAC sequencing (snATAC-seq), gene expression data, epigenomic data	Python, Streamlit, boto3 (AWS SDK), AWS S3
Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	Alzheimer's Disease; Normal Aging	https://github.com/rcalinjageman/Exploring-Disease-States-with-the-SEA-AD-project	rcalinjageman	rcalinjageman	TeX	"YES - The repository title ""Exploring-Disease-States-with-the-SEA-AD-project"" indicates it relates to the SEA-AD (Seattle Alzheimer's Disease Brain Cell Atlas) project, which is a major research initiative focused on Alzheimer's disease. This directly relates to neurodegenerative disease research and brain analysis."	Based on the limited repository information available, this appears to be a workshop or educational resource focused on sample-size determination methods. The repository seems to provide free, open-access materials for learning about statistical power analysis and sample size calculations, likely in the context of the SEA-AD Alzheimer's disease research project.	Not specified in the available repository information.	Not specified in the available repository information.
Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	Alzheimer's Disease; Normal Aging	https://github.com/Ehtelpena33/Real-Google-Adword-Search-Advertising-Advanced-Mock-Test-Braindumps-2019-	Ehtelpena33	Ehtelpena33		NO. This repository is not biomedically relevant. It is a commercial advertisement for Google AdWords certification exam preparation materials and practice tests, which is completely unrelated to biomedical research, neuroscience, or healthcare applications.	This is not a code repository but rather a marketing webpage advertising exam preparation materials for Google AdWords Search Advertising certification. The content consists entirely of promotional text describing exam dumps, practice tests, and study materials for passing Google's advertising certification exam.	Not specified in the available repository information.	Not specified in the available repository information.
MODEL-AD Consortium	MODEL-AD	Alzheimer's Disease (mouse models)	https://github.com/akkayaumit/One2MFusion-MultiModel-AD_Detection	akkayaumit	akkayaumit	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection, which is a major neurodegenerative disorder. The project specifically addresses AD classification along with mild cognitive impairment (MCI) and normal control samples using computational approaches for medical diagnosis.	"This code implements a novel deep learning fusion method called ""One2MFusion"" that combines gene expression data with 2D image representations of the same genetic data for Alzheimer's disease detection. The approach uses both a CNN to process 2D representations of gene data and a feed-forward neural network to process raw gene expression data, then fuses their outputs for improved binary classification of AD, MCI, and normal control samples."	Gene expression data, 2D image representations derived from gene expression data	Not specified in the available repository information.
MODEL-AD Consortium	MODEL-AD	Alzheimer's Disease (mouse models)	https://github.com/Sage-Bionetworks/modelad	Sage-Bionetworks	ryaxley	R	YES - This repository is directly related to Alzheimer's disease research. The MODEL-AD project explicitly aims to cure Alzheimer's disease and contains data curation and harmonization tools for this neurodegenerative disease research.	This repository contains data curation and harmonization tools for the MODEL-AD project, which is focused on Alzheimer's disease research. The tools are developed by Sage Bionetworks to manage and standardize data collection and processing for the broader MODEL-AD research initiative.	Not specified in the available repository information.	- Synapse R Client (synapser) - Synapse Python Client - GitHub - Synapse platform (adknowledgeportal.synapse.org)
MODEL-AD Consortium	MODEL-AD	Alzheimer's Disease (mouse models)	https://github.com/necolab-ugr/SBI_mechanistic_modeling_AD	necolab-ugr	MartaCardenas; pablomc88	Python	YES - This repository is directly focused on Alzheimer's disease (AD) and dementia research, specifically investigating cortical circuit dysfunction underlying neurophysiological changes in these neurodegenerative conditions.	This is a computational framework that integrates mechanistic modeling with simulation-based inference (SBI) to study brain circuit dysfunction in Alzheimer's disease and dementia. The approach aims to combine the interpretability of mechanistic models with the predictive capabilities of SBI to understand neurophysiological changes at the cortical circuit level.	Not specified in the available repository information.	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/xmootoo/gsp-alzheimer-detection	xmootoo	xmootoo	Jupyter Notebook	YES - This repository is directly focused on detecting Alzheimer's Disease (a neurodegenerative condition) using EEG data analysis. The research applies graph signal processing and machine learning techniques to classify patients with Alzheimer's Disease, Frontotemporal Dementia, and healthy controls, making it highly relevant to biomedical research in neurological disorders.	This code implements a machine learning framework for detecting Alzheimer's Disease from EEG recordings using Graph Signal Processing (GSP) techniques, specifically the Graph Discrete Fourier Transform (GDFT). The repository contains data preprocessing pipelines, feature engineering methods, and various ML/DL model implementations for both binary classification (dementia vs. healthy controls) and multiclass classification (AD vs. FTD vs. healthy controls).	EEG (Electroencephalography) data from 88 patients categorized into three groups: Alzheimer's Disease (AD), Frontotemporal Dementia (FTD), and Healthy Controls (HC).	Graph Signal Processing (GSP), Graph Discrete Fourier Transform (GDFT), machine learning models including Support Vector Machine (SVM) and Naive Bayes, deep learning models, and data analysis tools for EEG signal processing and feature extraction.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/XiaoliNolan/GSGLMTL	XiaoliNolan	XiaoliNolan	MATLAB	YES - This repository is directly biomedically relevant as it focuses on cognitive performance prediction for Alzheimer's Disease, which is a major neurodegenerative condition. The algorithm is designed for brain-related analysis using ROI (Region of Interest) level features, indicating neuroimaging applications for neurological disorders.	This repository implements the Group Guided Sparse Group Lasso Multi-task Learning (GSGL-MTL) algorithm for predicting cognitive performance in Alzheimer's Disease patients. The algorithm combines feature-level and ROI-level analysis in a unified multi-task learning framework, using an Alternating Direction Method of Multipliers (ADMM) optimization approach to handle the non-smooth formulation.	The repository mentions ROI-level features (indicating neuroimaging data, likely MRI), cognitive performance data, and covariate matrices, but specific imaging modalities are not explicitly specified in the available repository information.	- MATLAB (primary implementation language) - ADMM (Alternating Direction Method of Multipliers) optimization - Sparse Group Lasso regularization methods - Multi-task learning framework
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Magiccapital/D-GSMLM-code	Magiccapital	Magiccapital	MATLAB	YES - This repository is directly related to Alzheimer's disease research, focusing on identifying neuroimaging biomarkers that are genetically related to the condition. It combines neuroimaging analysis with genetic factors for Alzheimer's disease, which is a key neurodegenerative disease.	This code implements a Diagnosis-Guided Group Sparse Multitask Learning Method (D-GSMLM) for identifying genetically related neuroimaging biomarkers of Alzheimer's Disease. The method appears to use machine learning techniques to find relationships between genetic factors and brain imaging data that can serve as biomarkers for Alzheimer's diagnosis.	Neuroimaging data and genetic data (specific imaging modalities and genetic data types not specified in the available repository information).	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Ipbhardwaj/Alzheimers_GSE5281_Analysis	Ipbhardwaj	Ipbhardwaj	R	YES - This repository is directly focused on Alzheimer's Disease research, analyzing gene expression data to identify differentially expressed genes, biological pathways, and molecular mechanisms involved in AD progression. It specifically examines neurological pathways including synaptic signaling, neuron projection morphogenesis, and mitochondrial dysfunction that are core to neurodegenerative disease research.	This repository contains R scripts for comprehensive analysis of the GSE5281 Alzheimer's Disease microarray dataset, performing differential gene expression analysis, pathway enrichment, and machine learning classification. The workflow identifies 302 significant differentially expressed genes between AD patients and controls, analyzes GO and KEGG pathway enrichments, and builds Random Forest and SVM models to classify samples with 82-85% accuracy.	Gene expression microarray data (GSE5281 dataset from NCBI GEO), clinical sample classifications (Alzheimer's Disease vs Control)	R (v4.5.1), GEOquery, Biobase, limma, hgu133plus2.db, org.Hs.eg.db, clusterProfiler, EnhancedVolcano, pheatmap, caret, randomForest, e1071, ggplot2
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Aditidwivedi-bio/Alzheimer_GeneExpression_GSE5281	Aditidwivedi-bio	Aditidwivedi-bio	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease research, analyzing gene expression data to identify transcriptional changes associated with AD, discover potential biomarkers, and understand relevant biological pathways.	This code performs differential gene expression analysis on the GSE5281 dataset from NCBI GEO to identify genes that are differentially expressed between Alzheimer's disease patients and healthy controls. The analysis includes data preprocessing, statistical testing with multiple testing correction, and visualization through PCA and volcano plots to highlight key genes and pathways associated with Alzheimer's disease.	Microarray-based gene expression data, postmortem brain tissue samples	Python, Pandas, NumPy, SciPy, Matplotlib, Seaborn, Scikit-learn, GEOparse, Jupyter Notebook, Google Colab
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mohamedessamhashim/GSE63060_IL6_Analysis	mohamedessamhashim	mohamedessamhashim		YES - This repository is directly biomedically relevant as it analyzes blood mRNA expression levels of Interleukin-6 (IL-6) in Alzheimer's Disease patients, Mild Cognitive Impairment patients, and healthy controls using the AddNeuroMed cohort dataset. The research investigates potential biomarkers for Alzheimer's disease, which is a major neurodegenerative condition.	This repository contains an analysis pipeline that examines blood IL-6 mRNA expression differences between Alzheimer's Disease, Mild Cognitive Impairment, and control groups using the GSE63060 dataset from NCBI GEO. The analysis involves data cleaning, probe identification, and statistical testing using General Linear Models to determine if IL-6 expression serves as a diagnostic biomarker while controlling for demographic variables.	- Blood mRNA expression data (transcriptome) - Clinical metadata (diagnosis, age, gender, ethnicity) - Gene expression microarray data (GPL6947 platform) - Sample annotation data	- Microsoft Excel (data cleaning and manipulation) - IBM SPSS Statistics v25 (statistical analysis and GLM) - NCBI Gene Expression Omnibus (GEO) database - GPL6947 microarray platform
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/gyoenge/gsurf-epiagent-alzheimer-Insilico	gyoenge	gyoenge	Python	YES. This repository is directly focused on Alzheimer's disease research, extending the EpiAgent foundation model for single-cell epigenomics to simulate therapeutic interventions in brain diseases. It specifically addresses neurodegenerative disease mechanisms through computational modeling of brain cell types and regulatory networks.	This code extends the EpiAgent foundation model to Alzheimer's disease by implementing cell-type specific Low-Rank Adapters (LoRA) for brain cell types including neurons, astrocytes, microglia, and oligodendrocytes. The framework enables in-silico perturbation experiments and therapeutic simulations by modeling chromatin accessibility landscapes in different brain cell types affected by Alzheimer's disease.	Single-cell ATAC-seq (chromatin accessibility) datasets from Alzheimer's disease and control brain tissues, single-cell epigenomic data.	EpiAgent foundation model, LoRA (Low-Rank Adapters), Jupyter notebooks, Python, single-cell ATAC-seq analysis tools, epigenomic data processing frameworks.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BioData-Yipeng/Brain-tissue-AD-scRNA-seq-GSE175814	BioData-Yipeng	BioData-Yipeng	R	YES - This repository is directly focused on Alzheimer's disease research, analyzing single-cell RNA sequencing data from brain tissues comparing healthy controls to Alzheimer's disease samples.	This repository contains analysis code for processing and analyzing single-cell RNA sequencing (scRNA-seq) data from the GSE175814 dataset. The analysis compares gene expression patterns between healthy control brain tissues and Alzheimer's disease brain tissues at the single-cell level.	Single-cell RNA sequencing (scRNA-seq) data from brain tissues	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BioData-Yipeng/Brain-tissue-AD-scRNA-seq-GSE188545	BioData-Yipeng	BioData-Yipeng	R	YES - This repository is directly focused on Alzheimer's disease research, analyzing single-cell RNA sequencing data from brain tissue samples comparing healthy controls to Alzheimer's disease patients. It specifically examines cellular changes in the brain associated with neurodegeneration.	This code performs single-cell RNA sequencing analysis on brain tissue samples from the GSE188545 dataset, comparing 6 healthy controls to 6 Alzheimer's disease samples. The analysis focuses on identifying cellular differences between conditions, particularly noting decreased astrocytes and increased microglia in AD samples, while addressing batch effects through data integration methods.	Single-cell RNA sequencing (scRNA-seq) data from brain tissue samples	Based on the methodology described (FindNeighbor, FindCluster functions), this appears to use Seurat R package for single-cell analysis, though specific tools are not explicitly listed in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/khaledalam/GSE205450_PD_RNAseq_Analysis	khaledalam	khaledalam	Python	YES - This repository is directly focused on Parkinson's disease research, analyzing postmortem brain RNA-seq data from striatal regions (caudate and putamen) to identify differentially expressed genes and perform pathway enrichment analysis comparing PD patients to controls.	This code performs differential gene expression analysis on postmortem brain RNA-seq data from Parkinson's disease patients and controls using the GSE205450 dataset. The analysis pipeline merges expression data with clinical metadata, identifies the top 100 differentially expressed genes, and performs GO/KEGG pathway enrichment analysis using g:Profiler to understand biological processes affected in PD.	RNA-seq data (bulk RNA sequencing from Illumina NovaSeq 6000), postmortem brain tissue samples from striatal regions (caudate and putamen), clinical metadata (age, sex, diagnosis, brain region), gene expression counts and log-transformed expression values (LCPM).	Python, gprofiler-official (for pathway enrichment), Jupyter notebooks, pandas (implied for data manipulation), matplotlib/plotting libraries (for generating distribution plots), NCBI GEO database access tools, and standard bioinformatics packages for RNA-seq analysis.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mohamedOubella/GSEII_2_AI_Project	mohamedOubella	mohamedOubella	Jupyter Notebook	YES - This repository is directly focused on Parkinson's disease detection using artificial neural networks, which is clearly relevant to neurodegenerative disease research and medical diagnosis applications.	This project implements an artificial neural network system for detecting Parkinson's disease. It appears to be an academic project developed by students at Sidi Mohamed Ben Abdellah University under supervision, focusing on applying AI techniques to neurological disease diagnosis.	Not specified in the available repository information.	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Arpitashukla09/Arduino-GPS-GSM-Bulwark	Arpitashukla09	Arpitashukla09		YES - This repository is biomedically relevant as it specifically addresses the safety and care of individuals with cognitive disabilities, particularly dementia. The tracking system is designed to help caregivers monitor patients with neurodegenerative conditions who may wander or become lost due to their cognitive impairment.	This project implements a real-time tracking system using Arduino hardware combined with GPS and GSM modules to monitor the location of individuals with dementia or other cognitive disabilities. The system provides continuous location monitoring, SMS-based communication with caregivers, and geofencing capabilities that trigger alerts when patients move outside designated safe zones.	GPS location data, GSM communication data (SMS messages), geofencing boundary data	Arduino UNO microcontroller, GPS module, GSM module, Arduino IDE, C/C++ programming languages
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/yansheng-qiu/GSS	yansheng-qiu	yansheng-qiu	Python	YES - This repository is directly biomedically relevant as it focuses on brain tumor segmentation, which is a critical application in medical imaging and neurological healthcare. The project specifically addresses multi-modal brain tumor analysis using medical imaging data.	"This code implements a deep learning method called ""Group Self-Support Learning"" (GSS) for brain tumor segmentation from incomplete multi-modal medical imaging data. The approach is designed to handle cases where some imaging modalities may be missing, using a ""scratch each other's back"" strategy where different modalities support each other during the segmentation process."	Multi-modal brain imaging data (specifically mentions BraTS 2020 dataset, which typically includes T1, T1ce, T2, and FLAIR MRI sequences)	PyTorch, CUDA, RFNet framework, BraTS 2020 dataset
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/GuangqiWen/BrainGSL	GuangqiWen	GuangqiWen	Python	YES - This repository is biomedically relevant as it focuses on brain networks analysis using graph self-supervised learning methods, which directly relates to neuroimaging and brain analysis for understanding neurological conditions.	This repository implements a graph self-supervised learning framework specifically designed for analyzing brain networks. The method applies advanced machine learning techniques to extract meaningful patterns from brain connectivity data, as published in the IEEE Journal of Biomedical and Health Informatics.	Brain networks data (specific neuroimaging modalities not clearly specified in the available repository information)	Not specified in the available repository information (would require access to code files to determine specific packages and frameworks used)
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/leiferlab/NeRVEclustering	leiferlab	JeffreyNguyen; ashleylinder; aleifer; gplummer	Matlab	YES - This repository is biomedically relevant as it focuses on whole brain imaging and neuron tracking in C. elegans worms, which is a fundamental model organism in neuroscience research. The code analyzes neuronal activity and behavior through brain imaging data, directly contributing to our understanding of neural circuits and brain function.	This code implements an automated pipeline for tracking neurons in moving and deforming C. elegans brains during whole brain imaging experiments. The pipeline processes dual-view microscopy data to detect worm centerlines, straighten the images, register and track individual neurons across time, perform error correction, and extract fluorescence signals from tracked neurons.	Binary image files (.dat), AVI video files (fluorescent and dark field images), timing synchronization data (text files), stage position data, camera metadata, fluorescence imaging data (RFP and GCaMP6s), behavioral tracking data, and alignment data (.mat files).	MATLAB (primary analysis environment), Python (job submission scripts), SLURM-based computational cluster (DELLA at Princeton), various MATLAB GUIs for visualization and manual correction, image processing libraries, and the MindControlAccessUtils repository for handling older data formats with YAML metadata.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Gaitxh/GS-GCA-A-novel-robust-Student-s-t-based-Granger-causality-for-EEG-based-brain-network-analysis	Gaitxh	Gaitxh	MATLAB	YES - This repository is directly relevant to biomedical research as it focuses on EEG-based brain network analysis using Granger causality methods. It specifically deals with neuroimaging data (EEG) for understanding brain connectivity and includes methods for removing ocular artifacts from EEG recordings, which are common preprocessing steps in neuroscience research.	This code implements a novel robust Student's t-based Granger causality method (GS-GCA) for analyzing brain networks from EEG data. The main function processes multi-dimensional time series EEG data to compute Granger causality relationships between brain regions, providing a more robust approach compared to traditional Gaussian-based methods.	EEG (electroencephalography) time series data, multi-dimensional neurophysiological signals	GCCA Toolbox (required dependency), MATLAB (implied from function syntax), CCA-ICA methods for artifact removal, ATICA method for EOG artifact removal
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/shuo-zhou/GSDA-Lateralization	shuo-zhou	shuo-zhou; junhaols	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on brain functional network analysis using neuroimaging data (resting-state fMRI) to study sex differences in brain lateralization, which is directly related to neuroscience and brain imaging research.	This repository implements Group-Specific Discriminant Analysis (GSDA), a machine learning method designed to enhance the detection of sex differences in brain functional network lateralization. The code analyzes resting-state fMRI data from major neuroimaging datasets (HCP and GSP) to identify patterns of brain network organization that differ between males and females.	Resting-state fMRI (functional magnetic resonance imaging) data from the Human Connectome Project (HCP) and Genomics Superstruct Project (GSP) datasets.	Python packages including numpy, pandas, scipy, scikit-learn, PyTorch, and yacs; Jupyter notebooks; Google Colab for demonstrations; YAML configuration files; data preprocessing pipelines; and integration with major neuroimaging datasets (HCP and GSP).
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/agriffa/GSP_brain_decode_fingerprint	agriffa	agriffa	MATLAB	YES - This repository is biomedically relevant as it focuses on brain imaging analysis, specifically implementing methods for brain decoding, fingerprinting, and behavioral correlation analysis using neuroimaging data. The work analyzes structure-function coupling in the brain and relates it to behavioral outcomes, which is directly relevant to neuroscience and brain research.	This code implements brain decoding, fingerprinting, and behavioral multivariate correlation analysis using structure-function coupling metrics including Structural Decoupling Index (SDI), coupled-Functional Connectivity (c-FC), and decoupled-Functional Connectivity (d-FC). The implementation analyzes how brain structure-function relationships can be used to decode tasks and create individual brain fingerprints for identification purposes.	fMRI brain signals, structural connectome data, functional connectivity (FC) data, behavioral data	MATLAB, Graph Signal Processing (GSP) methods for connectome harmonic filtering
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/zyzju/GSSIP	zyzju	zyzju	MATLAB	YES - This repository is biomedically relevant as it focuses on photostimulation of brain tissues and generating illumination patterns for neurons, which directly relates to neuroscience research and brain analysis techniques.	This code generates uniform illumination patterns specifically designed for photostimulation of brain tissues. It provides functionality to calculate neuron-shape illumination patterns, with examples for creating typical soma-shape illumination patterns.	Not specified in the available repository information.	MATLAB (indicated by the .m file extension for main.m)
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mssabir/BulkRNASeq_MouseBrain_GSLandSAMetabolismPathways	mssabir	mssabir	R	YES. This repository analyzes RNA-Seq data from a mouse model of FSASD (Free Sialic Acid Storage Disease), which is a neurodegenerative lysosomal storage disorder. The analysis focuses on brain tissue (cortex and cerebellum) and examines metabolic pathways relevant to neurological disease mechanisms.	This R-based workflow performs differential gene expression analysis on RNA-Seq data from FSASD knock-in mice compared to controls, specifically focusing on genes involved in glycosphingolipid (GSL) and sialic acid (SA) metabolism pathways. The pipeline uses DESeq2 for statistical analysis and generates volcano plots to visualize differentially expressed genes in brain regions (cortex and cerebellum) that are relevant to this neurodegenerative disease.	RNA-Seq count data, sample metadata (genotype, brain region groupings), curated gene lists for glycosphingolipid metabolism, sialic acid metabolism gene lists	R (4.3.0), DESeq2 (1.41.2), EnhancedVolcano (1.19.0), BiocParallel, tidyverse, pheatmap, ggplot2, HISAT2 (for read alignment), RStudio
