Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Content_For_Analysis	Biomedical Relevance	Code Summary	Data Types	Tooling
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/alpapado/deep_pd	alpapado	alpapado	Python		YES - This repository is directly focused on Parkinson's disease (PD), a neurodegenerative disorder. The project implements deep learning methods for detecting Parkinson's disease using multi-modal sensor data collected in real-world settings, which is clearly a biomedical application related to neurological conditions.	This repository provides implementation code and pre-trained models for unobtrusive detection of Parkinson's disease using deep learning techniques applied to multi-modal sensor data. The code uses a Multiple Instance Learning (MIL) approach to analyze IMU (Inertial Measurement Unit) and typing data collected from participants in natural settings, enabling automated PD detection from everyday activities.	- IMU (Inertial Measurement Unit) sensor data - Typing/keystroke data - Multi-modal sensor data collected in-the-wild (real-world settings)	"- Python - Conda (environment management) - Deep learning frameworks (specific framework not explicitly mentioned in the provided content, but likely PyTorch or TensorFlow based on typical MIL implementations) - Sacred (implied by the command syntax ""with seed=42"") - Pre-trained model checkpoints for IMU and typing modalities"
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/nshawen/DataCharacteristics_PD	nshawen	nshawen	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on Parkinson's disease (PD), a neurodegenerative disorder. The research involves detecting Parkinson's disease symptoms using wearable sensors and data complexity measurements, which directly relates to clinical analysis and healthcare applications for neurological conditions.	This repository contains code for analyzing data complexity measurement characteristics to accurately detect Parkinson's disease symptoms using wearable sensor data. The research examines how different data complexity features can be used to improve the detection and monitoring of PD symptoms through sensor-based measurements.	Wearable sensor data (specific sensor modalities not detailed in the available information)	Not specified in the available repository information.
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/ShineLabUSYD/PD_Hallucinations	ShineLabUSYD	JoshuaBTan	MATLAB		YES - This repository is directly related to Parkinson's disease (PD), a neurodegenerative disorder. Specifically, it analyzes visual hallucinations in PD patients using brain imaging data and network analysis techniques to understand abnormal brain connectivity patterns associated with this neurological symptom.	This repository contains analysis code for studying abnormal brain network interactions in Parkinson's disease patients experiencing visual hallucinations. The code performs gradient analysis and t-SNE dimensionality reduction on functional connectivity data to identify higher-order network patterns, adapted from the BrainSpace toolbox and using established brain parcellation schemes (Schaefer-400 atlas).	- Functional connectivity data (resting-state fMRI) - Brain parcellation data (Schaefer-400 atlas) - Gradient maps (Margulies gradients) - Network atlas data (Yeo 7-Network Atlas)	- BrainSpace toolbox (adapted for gradient analysis) - t-SNE (t-distributed Stochastic Neighbor Embedding) - Schaefer-400 brain parcellation atlas - Margulies gradient templates - Thomas Yeo's 7-Network Atlas - Standard neuroimaging preprocessing tools (bandpass filtering, z-scoring)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/lionwarriorjr/mpds	lionwarriorjr	lionwarriorjr; zad	R		YES - This repository is directly related to Parkinson's Disease, a neurodegenerative disorder. It focuses on remote monitoring of Parkinson's Disease symptoms using smartphone sensors and developing a mobile Parkinson Disease Score (mPDS) for tracking disease severity and medication response.	This repository implements a system for learning the mobile Parkinson Disease Score (mPDS) through smartphone-based remote monitoring. It extracts features from smartphone sensors (accelerometer, audio, touchscreen) and uses DSSL (Disease Severity Score Learning), a rank-based machine learning framework, to predict disease severity trajectories and detect medication responses in Parkinson's Disease patients.	- Smartphone sensor data (accelerometer measurements) - Audio data - Touchscreen/screen touch data - Clinical severity scores (for training the predictive model)	- MATLAB (for feature extraction library) - Jupyter Notebook (for mPDS learning) - R (for DSSL implementation) - DSSL (Disease Severity Score Learning framework) - Visualization tools (custom tools for severity trajectories and feature weight visualization)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/Luke3D/DREAM_PD	Luke3D	Luke3D	Jupyter Notebook		YES - This repository is directly related to Parkinson's Disease, a neurodegenerative disorder. It focuses on developing digital biomarkers for automatically scoring motor symptoms (bradykinesia, dyskinesia, and tremor) in Parkinson's patients, particularly in response to L-Dopa medication, using wearable sensor data.	This code implements an anomaly detection approach using one-class Support Vector Machines (SVM) to automatically estimate the severity of Parkinson's Disease motor symptoms from accelerometer data. The method extracts 35 time and frequency-domain features from 5-second windows of accelerometer recordings, trains models on symptom-free (score 0) data, and then scores new recordings based on their deviation from the healthy baseline.	- Accelerometer data from wearable sensors - Clinical metadata (session information, body side, task duration) - Motor symptom severity scores (bradykinesia, dyskinesia, tremor ratings)	- scikit-learn (one-class SVM with RBF kernel) - Signal processing libraries for time and frequency-domain feature extraction - Statistical analysis tools for computing moments, cross-correlation, power spectral density (PSD), and jerk calculations
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/voldemort18/DMD_Parkinson_disease	voldemort18	voldemort18	MATLAB		YES - This repository is directly related to Parkinson's disease, a neurodegenerative disorder. The project focuses on classification and detection of Parkinson's disease using computational techniques, which falls squarely within biomedical research for neurological conditions.	This repository contains MATLAB and Python implementations for classifying and detecting Parkinson's disease using Dynamic Mode Decomposition (DMD) techniques. The code applies DMD methods as a computational approach to analyze data for identifying patterns associated with Parkinson's disease diagnosis.	Not specified in the available repository information.	- MATLAB - Python
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/InfoLab-SKKU/Parkinson-Disease-Progression-Detection	InfoLab-SKKU	InfoLab-SKKU; Mjunaid00	Jupyter Notebook		YES - This repository is directly biomedically relevant as it focuses on Parkinson's disease progression detection and depression prediction in Parkinson's patients. It involves neurological disease analysis, brain MRI imaging data, and clinical data analysis for a neurodegenerative disorder.	This repository implements a multitask deep learning framework for detecting Parkinson's disease progression and predicting depression in PD patients using multimodal time series data. The framework combines a Variational Autoencoder (VAE) for feature extraction with a 3D Convolutional Neural Network for processing MRI data, using BiLSTM models to simultaneously predict NHY stage classification, depression presence, and depression severity.	- MRI (3D brain imaging data) - Multimodal time series clinical data - PPMI (Parkinson's Progression Markers Initiative) database - NHY (Hoehn and Yahr) scale classifications - Depression severity scales	- Deep Learning: BiLSTM (Bidirectional Long Short-Term Memory), 3D CNN (Convolutional Neural Network), VAE (Variational Autoencoder) - Framework: Keras, Keras Tuner (for hyperparameter optimization) - Jupyter Notebooks (.ipynb files) - Cross-validation techniques (five-fold) - Data preprocessing: normalization, class imbalance correction - Feature selection and fusion methods
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/bardylab/RNAseq_iPSC_PD	bardylab	mvandenhurk; mzabolocki	R		YES - This repository is directly biomedically relevant as it focuses on Parkinson's Disease, a neurodegenerative disorder. The project analyzes RNA sequencing data from patient-derived midbrain neurons to identify druggable transcriptomic pathways, which is core neuroscience and neurological disease research.	This repository contains source code for RNA sequencing analysis of induced pluripotent stem cell (iPSC)-derived neurons from Parkinson's Disease patients. The analysis aims to identify druggable transcriptomic pathways that could serve as potential therapeutic targets for Parkinson's Disease treatment.	- RNA sequencing (RNAseq) data - Transcriptomic data from iPSC-derived midbrain neurons - Patient-derived cellular data	Not specified in the available repository information. (The README only contains citation information and project description, but does not list the specific bioinformatics tools, R/Python packages, or analysis frameworks used in the code.)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/RajLabMSSM/PD_omics_review	RajLabMSSM	bschilder	HTML		YES - This repository is directly related to Parkinson's Disease (PD), a neurodegenerative disorder. It contains data and code for a review paper analyzing multi-omics approaches to understanding PD genetic associations, functional mechanisms, cell-type enrichment, and disease pathogenesis.	This repository contains R code and data for a comprehensive review of multi-omics insights into Parkinson's Disease. The code performs meta-analysis of GWAS data, harmonizes cell-type and tissue enrichment datasets, analyzes genetic correlations across phenotypes, and generates visualizations including network analyses of genes, cell types, tissues, and pathways associated with PD.	- GWAS (Genome-Wide Association Studies) data - Cell-type enrichment data - Tissue enrichment data - Genetic correlation data - Multi-omics data (genomics, transcriptomics implied) - Gene expression data - Pathway data	- R (version 4.1.0) - Geneshot (for gene query and UMAP visualization) - rmarkdown - knitr - Standard R packages (utils, stats, graphics, methods) - Additional packages: magrittr, fastmap, htmltools, yaml, stringi, stringr, xfun, digest, rlang
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/Minee-Liane-Choi/chemPredPD	Minee-Liane-Choi	Minee-Liane-Choi	Jupyter Notebook		YES - This repository is directly related to Parkinson's disease, a neurodegenerative disorder. It focuses on predicting mechanistic subtypes of Parkinson's disease using patient-derived stem cell models, which is clearly within the scope of biomedical research for neurological conditions.	This repository provides open source code for predicting mechanistic subtypes of Parkinson's disease using patient-derived stem cell models. The code includes a demonstration and works with data deposited in Zenodo, aiming to classify different subtypes of Parkinson's based on cellular model data.	Patient-derived stem cell model data (specific modalities not detailed in the available repository information, but data is available at doi.org/10.5281/zenodo.7419421)	Not specified in the available repository information (detailed package and framework information would require access to the actual code files or requirements documentation).
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/mcampi111/EMD-Stochastic-Embedding-for-PD-Speech	mcampi111	mcampi111	Jupyter Notebook		YES. This repository is directly focused on Parkinson's Disease (PD) diagnostics and disease progression monitoring using speech signal analysis. It addresses a neurodegenerative disease (Parkinson's) through medical diagnostic methods that analyze ataxic speech disorders, which are prevalent symptoms in neurological degenerative diseases. The work also has relevance to other neurological conditions mentioned such as Alzheimer's disease, Multiple Sclerosis, and cerebellar ataxia.	This code implements a novel statistical methodology for detecting Parkinson's Disease through speech analysis by combining Empirical Mode Decomposition (EMD) with stochastic modeling using Gaussian Process frameworks. The approach decomposes speech signals into Intrinsic Mode Functions (IMFs) and uses multi-kernel learning with Gaussian Processes to identify ataxic speech patterns characteristic of PD, providing both early detection and disease progression quantification capabilities.	- Speech/audio signals (time-series data from patient speech recordings) - Clinical data (Parkinson's disease status, disease progression metrics) - Time-frequency representations (formant structures, vocal fold vibrations) - Acoustic features from speech analysis	- Empirical Mode Decomposition (EMD) - Gaussian Process (GP) models - Multi-kernel Learning (MKL) - Fisher Kernel - B-spline and P-spline representations - Cross-entropy method - Signal processing techniques for time-series analysis - Statistical time series modeling methods
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/CyclotronResearchCentre/parktdi_scripts	CyclotronResearchCentre		Python		YES. This repository is directly related to Parkinson's disease research, specifically analyzing brain imaging data to map track density changes in nigrostriatal and extranigral pathways. It involves neuroimaging analysis of white matter pathways affected in Parkinson's disease, a neurodegenerative disorder.	This repository contains Python, R, and MATLAB scripts for analyzing diffusion-weighted imaging (DWI) data using track density imaging (TDI) methodology. The code processes and analyzes fiber tractography data to identify differences in white matter tract density between Parkinson's disease patients and healthy controls, with whole-brain voxel-based statistical analysis.	- Diffusion-weighted imaging (DWI) - Tractography/fiber tracking data - Track density images (TDI) - Structural brain imaging data (1mm isotropic resolution)	- Python - R - MATLAB - Voxel-based analysis tools - Permutation testing for statistical analysis - Spatial normalization tools - NITRC (Neuroimaging Informatics Tools and Resources Clearinghouse) for data hosting
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/ShivnashKatoch/Parkinsons_Disease_Detection_Algorithm	ShivnashKatoch	ShivnashKatoch	Jupyter Notebook		YES - This repository is directly related to Parkinson's disease, a neurodegenerative disorder. It focuses on developing machine learning algorithms for detecting and diagnosing Parkinson's disease, which is a core biomedical application in neurological healthcare.	This repository implements a machine learning-based classification system for detecting Parkinson's disease using multiple algorithms including XGBoost, K-Nearest Neighbors (KNN), and Support Vector Machines (SVM). The code performs data preprocessing, feature selection, and evaluates model performance using various metrics and confusion matrices to achieve accurate disease diagnosis.	Not specified in the available repository information.	- XGBoost (machine learning algorithm) - K-Nearest Neighbors (KNN) - Support Vector Machines (SVM) - Python (programming language) - Performance evaluation metrics and confusion matrices (likely scikit-learn or similar ML libraries)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/vmasrani/dementia_classifier	vmasrani	vmasrani	Python		YES - This repository is directly focused on biomedical research related to dementia and Alzheimer's disease. It implements machine learning classifiers to detect mild cognitive impairment and dementia through analysis of speech patterns and blog posts, which are clinical applications for diagnosing and monitoring neurodegenerative conditions.	This repository contains code from a master's thesis that implements natural language processing and machine learning methods to detect dementia and mild cognitive impairment from textual data. The system analyzes speech transcripts from the DementiaBank dataset and blog posts to identify linguistic markers indicative of cognitive decline, including features related to hemispatial neglect that can improve diagnostic accuracy for Alzheimer's disease.	- Speech transcripts (from DementiaBank dataset) - Blog posts by individuals with dementia - Clinical linguistic data - Text data processed through syntactic parsing	- Python (primary programming language) - NLTK (Natural Language Toolkit) - for text processing, stopwords, and tokenization - Stanford CoreNLP Server (stanford-corenlp-full-2015-12-09) - for syntactic parsing - SQL database - for storing processed data and results - SCA/L2SCA tools with tregex.sh - for syntactic complexity analysis - Matplotlib - for visualization - Java (for running Stanford parser) - Virtualenv (recommended for environment management)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/banton/claude-dementia	banton	banton	Python		"NO. Despite the repository name ""claude-dementia,"" this is not biomedically relevant. The term ""dementia"" is used metaphorically to describe giving Claude AI ""memory"" capabilities. This is a general software development tool that provides persistent memory storage for Claude AI conversations through a Model Context Protocol (MCP) server. It has no connection to actual dementia research, neurodegenerative diseases, brain imaging, or any biomedical applications."	This is a lightweight Model Context Protocol (MCP) server that provides persistent memory capabilities for Claude AI using local storage. It uses SQLite for data storage and Ollama for generating local embeddings to enable semantic search of stored memories, allowing Claude to remember and retrieve information across conversations within project-specific contexts.	Text data (conversational memories), vector embeddings. No biomedical data types are involved.	- Python 3.10+ - SQLite (local database) - Ollama (local embedding generation) - nomic-embed-text (embedding model) - Model Context Protocol (MCP) - Standard Python packages (as listed in requirements.txt, though specific packages not detailed in the provided content)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/atticatto/UKB_AD_EWAS	atticatto	atticatto	R		YES - This repository is directly related to biomedical research on dementia and Alzheimer's disease (AD). The project focuses on identifying modifiable risk factors for dementia prevention through an Environment-Wide Association Study (EWAS), which is clearly relevant to neurodegenerative disease research.	This repository contains code for conducting an environment-wide association study (EWAS) to identify modifiable risk factors associated with dementia and Alzheimer's disease prevention. The analysis examines multiple environmental, lifestyle, and clinical factors and their joint effects on dementia risk using data from the UK Biobank.	Not specified in the available repository information (though the repository name suggests UK Biobank data is used, specific data modalities such as clinical assessments, lifestyle questionnaires, genetic data, or imaging data are not explicitly mentioned in the provided content).	Not specified in the available repository information (the README only provides the title and paper description without listing specific packages, frameworks, or programming languages used).
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/hl-anna/DA4AD	hl-anna	domiwk; hl-anna; alican14	Jupyter Notebook		YES - This repository is directly related to biomedical research, specifically focusing on dementia detection. Dementia is a neurodegenerative condition, and the project analyzes data augmentation techniques for improving detection methods, which is clearly relevant to neurological healthcare applications.	This repository contains code for analyzing data augmentation techniques applied to dementia detection tasks. The setup file provides utility functions for configuring PyTorch-based deep learning experiments, including device setup (CPU/GPU) and random seed initialization for reproducibility in machine learning experiments.	Not specified in the available repository information.	- PyTorch (deep learning framework) - NumPy (numerical computing) - CUDA (GPU acceleration)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/scottchiesa/UKB_PRS_LRS_Dementia	scottchiesa	scottchiesa	Stata		YES. This repository is directly relevant to biomedical research as it focuses on dementia and its subtypes (Alzheimer's disease and vascular dementia), which are neurodegenerative conditions. The study analyzes the relationship between genetic/lifestyle risk factors for coronary artery disease and long-term dementia risk, and includes brain imaging analysis (MRI neuroimaging phenotypes including white matter hyperintensities, grey matter, and hippocampal volumes).	This repository contains Stata statistical analysis code for a prospective cohort study examining how genetic and lifestyle risk factors for coronary artery disease relate to future dementia risk. The code analyzes data from 365,782 UK Biobank participants to assess associations between polygenic risk scores (PRS), lifestyle risk scores (LRS), and incident dementia diagnoses, with secondary analyses of neuroimaging phenotypes in a subset of 32,028 participants.	- Genomic data (genome-wide polygenic risk scores for coronary artery disease) - Electronic health records (dementia diagnoses) - Clinical/lifestyle data (modified AHA Life's Essential 8 Lifestyle Risk Score) - MRI neuroimaging data (white matter hyperintensities, grey matter volumes, hippocampal volumes) - Longitudinal cohort data with median 13.9-year follow-up	- Stata (primary statistical analysis software) - UK Biobank cohort database - Genome-wide polygenic risk scoring methods - AHA's Life's Essential 8 scoring framework (modified version)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/powerepilab/AD_algorithm_comparison	powerepilab	powerepilab; kzgianattasio	SAS		YES - This repository is directly relevant to biomedical research as it focuses on algorithmic classification of dementia status, a neurodegenerative condition. The work compares different computational methods for identifying dementia in participants of the Health and Retirement Study, which is a major longitudinal study used in aging and cognitive decline research.	This repository contains code for comparing multiple algorithmic approaches (HW, LKW, Wu, and Crimmins algorithms) for classifying dementia status in participants from the Health and Retirement Study. The code recreates training and validation datasets and applies these different dementia classification algorithms to HRS data spanning waves from 2000-2014.	Clinical/cognitive assessment data from the Health and Retirement Study (HRS), including dementia classification data across multiple survey waves (2000-2014). Specific data modalities are not detailed but likely include cognitive test scores, clinical assessments, and demographic information used for dementia classification.	Not specified in the available repository information. The README does not explicitly mention programming languages, statistical packages, or frameworks used in the implementation.
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/JuM24/hearing_dementia_UKB	JuM24	JuM24	R		YES. This repository is directly relevant to biomedical research as it analyzes the relationship between hearing loss, hearing aid use, and dementia risk using longitudinal clinical data from UK Biobank. The study specifically investigates neurodegenerative disease (dementia) and involves medical/clinical data analysis for brain disorders.	This code reproduces and corrects an analysis examining whether hearing aids protect against dementia risk in people with hearing loss. The analysis computes hazard ratios (HR) comparing dementia rates between people with hearing loss (with and without hearing aids) versus people without hearing loss, using UK Biobank longitudinal data. The work led to the retraction of an erroneous study that had suggested hearing aids were protective against dementia.	- Clinical/medical records (inpatient diagnoses) - Hospital admission dates - Hearing loss status data - Hearing aid usage data - Dementia diagnosis data - Longitudinal health data from UK Biobank	- R (version 4.3.1) - data.table (1.14.8) - gsubfn (0.7) - marginaleffects (0.14.0) - survival (3.5.5) - for survival analysis/Cox proportional hazards models - tidyverse (2.0.0) - zoo (1.8.11)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/palolili23/competing_risks_dementia	palolili23	palolili23	TeX		YES - This repository is directly related to dementia research, a major neurodegenerative condition. The code implements statistical methods for analyzing dementia outcomes while accounting for competing events (like death) in the Rotterdam Study, a large epidemiological cohort study focused on neurological and other age-related diseases.	This repository contains R code implementing causal inference methods for dementia research that account for competing risks (events like death that preclude dementia diagnosis). The code estimates total effects and controlled direct effects using data from the Rotterdam Study, providing statistical approaches to answer causal questions in dementia epidemiology when competing events are present.	The specific data types are not explicitly detailed in the README, but the repository uses data from the Rotterdam Study, which is a large epidemiological cohort study. Based on the context of dementia research with competing events, this likely includes clinical/epidemiological data such as dementia diagnoses, mortality data, demographic information, and potentially risk factor measurements. The exact data modalities are not specified in the available repository information.	- R programming language - Custom auxiliary functions (developed within the repository) - Statistical methods for causal inference and competing risks analysis - The code references a related tutorial repository suggesting use of standard R statistical packages (though specific package names are not listed in the provided README content)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/burkh4rt/Multimodal-Trajectory-Modeling	burkh4rt	burkh4rt	Python		YES. This repository is directly focused on biomedical research for neurodegenerative diseases, specifically dementia and Alzheimer's disease. The code implements unsupervised multimodal modeling of cognitive and brain health trajectories for early dementia prediction, using data from ADNI (Alzheimer's Disease Neuroimaging Initiative) and MACC cohorts to stratify patients according to clinical outcomes.	This code implements a mixture of state space models using expectation-maximization (EM) to perform unsupervised clustering of short trajectories from longitudinal patient data. The framework models expensive biomarkers as hidden states and readily obtainable cognitive metrics as observations, enabling prediction of dementia outcomes using cognitive metrics alone while accommodating missing data through model marginalization. The approach includes both linear Gaussian and nonlinear extensions for trajectory modeling.	- Brain biomarkers (expensive-to-gather, modeled as hidden states) - Cognitive metrics/assessments (readily obtainable measurements) - Longitudinal/temporal clinical data from ADNI (Alzheimer's Disease Neuroimaging Initiative) - Longitudinal/temporal clinical data from MACC cohort - Clinical outcome data for patient stratification	- Python (primary implementation language) - R (statistical analysis and survival models) - PyPI package: `unsupervised-multimodal-trajectory-modeling` - NumPy (for tensor/array operations with np.nan handling) - Conda (environment management via environment.yml) - renv (R environment management via renv.lock) - Docker (containerization) - Make (build automation) - Zenodo (DOI and data archiving)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/drivendataorg/prepare-adrd	drivendataorg	hannahmoro	Jupyter Notebook		YES - This repository is directly focused on Alzheimer's disease and Alzheimer's disease-related dementias (AD/ADRD). It contains winning submissions from a multi-phase NIH-sponsored competition aimed at developing early prediction methods for AD/ADRD using various data modalities including neuroimaging, acoustic voice data, electronic health records, and social determinants of health surveys.	This repository hosts winning submissions from the PREPARE Challenge, a multi-year NIH competition for early prediction of Alzheimer's and related dementias. The competition progressed through three phases: Phase 1 focused on finding and curating open datasets, Phase 2 on building predictive algorithms (particularly for acoustic voice and social determinants of health data), and Phase 3 on refining solutions for real-world generalizability. Participants submitted written reports rather than code solutions, though some teams voluntarily shared their code repositories.	- Audio recordings and acoustic features (voice data) - Neuroimaging (resting-state fMRI scans) - Synthetic electronic health records (EHR) - Survey data (social determinants of health, cognitive assessments) - Clinical labels and demographics - Mel-spectrograms - Speech/linguistic data	- Machine Learning: XGBoost, SHAP - Deep Learning Models: Whisper (OpenAI), BERT, Wav2Vec2, EfficientNet, all-MiniLM-L6-v2 - Audio Processing: eGeMAPS-v2, OpenSMILE - Interpretability: CAM (Class Activation Mapping), SHAP - Data Sources: DementiaBank, ADNI (Alzheimer's Disease Neuroimaging Initiative), MHAS, Mex-Cog, HCAP, NHIS, Truven MarketScan - Other: Triplet loss, transformer embeddings, semantic clustering
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/anaconda121/NeuraHealth	anaconda121	anaconda121	Jupyter Notebook		YES - This repository is directly biomedically relevant as it focuses on detecting undiagnosed cognitive impairment and dementia in electronic health records (EHRs). The project addresses a critical neurodegenerative disease detection problem using automated screening methods for early diagnosis of cognitive impairment.	NeuraHealth is an automated screening pipeline that uses deep learning and natural language processing to detect undiagnosed cognitive impairment in electronic health records. The framework employs a two-step approach: first using a bi-directional attention-based BERT model to classify EHR text sequences, then feeding these predictions into a regularized logistic regression model for patient-level classification. The system is integrated into a web application for scalable deployment in clinical settings.	- Electronic Health Records (EHRs) - unstructured clinical text data - Clinical notes and documentation from Mass General Brigham BioBank - Patient-level structured features derived from EHR sequences	- Deep Learning: BERT (Bidirectional Encoder Representations from Transformers) - Machine Learning: TF-IDF, Regularized Logistic Regression - Development Environment: Jupyter Notebooks, Anaconda - Natural Language Processing frameworks (specific NLP libraries not explicitly mentioned but implied by BERT usage) - Web Development: Web application framework (repository: NeuraHealthPortal) - Data Source: Mass General Brigham BioBank
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/0rC0/WMHpypes	0rC0	0rC0	Python		YES - This repository is biomedically relevant as it focuses on white matter hyperintensity (WMH) segmentation in brain MRI images. WMH are associated with cognitive impairment, dementia, and various neurodegenerative conditions, making this a neuroimaging tool for analyzing brain disorders.	WMHpypes is a Nipype implementation of white matter hyperintensity (WMH) segmentation pipelines for brain MRI analysis. It implements the winning method from the MICCAI 2017 WMH segmentation challenge and provides automated segmentation of white matter lesions that are commonly associated with cognitive impairment and dementia.	- MRI (Magnetic Resonance Imaging) brain scans - White matter hyperintensity imaging data	- Nipype (neuroimaging pipeline framework) - Docker (containerization) - Python - Conda/Anaconda (environment management) - GPU support (NVIDIA CUDA toolkit) - Deep learning models (fully convolutional networks, .h5 model files suggesting Keras/TensorFlow) - Jupyter notebooks (for examples)
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/UTHSCSA-NAL/SVD_Cognition_MESA	UTHSCSA-NAL	scharisis; tanweerrashid	R		YES - This repository is directly biomedically relevant as it focuses on brain small vessel disease and its impact on cognition, which relates to neurodegenerative conditions and dementia. The research is being submitted to Alzheimer's & Dementia journal, indicating its focus on neurological disorders and cognitive decline associated with cerebrovascular pathology.	This repository contains analysis code for studying the relationship between cerebral small vessel disease (SVD) and cognitive function using data from the Multi-Ethnic Study of Atherosclerosis (MESA). The code performs statistical analyses to assess how brain small vessel disease globally impacts cognitive performance across different ethnic populations.	Not specified in the available repository information. (However, based on the study context, it likely involves brain imaging data such as MRI and cognitive assessment data from the MESA cohort.)	Not specified in the available repository information.
