Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/naomihabiblab/HumanDLPFC24	naomihabiblab	naomihabiblab	R	YES - This repository is directly focused on Alzheimer's disease research, analyzing the dorsolateral prefrontal cortex (DLPFC) brain region using single-cell RNA sequencing data to understand cellular associations with Alzheimer's disease and cellular communities.	This repository provides tools for analyzing single-cell RNA sequencing data from human brain tissue to map cellular populations in the DLPFC and their associations with Alzheimer's disease. The code includes mediation analysis linking cell populations to disease cascades, cellular community analysis with network visualization, and integration with the CelMod algorithm for estimating cellular compositions from bulk RNA profiles.	Single nucleus RNA-seq data, bulk RNA profiles, cellular composition estimates, cell type frequency data, clinical metadata	R, Seurat, igraph package, CelMod algorithm, network analysis tools, correlation analysis functions, community detection algorithms (leading eigenvector method)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/beratridvanasilturk/AlzheimersReminder	beratridvanasilturk	beratridvanasilturk	Swift	YES - This repository is biomedically relevant as it specifically targets Alzheimer's disease, a major neurodegenerative condition. The application appears to be designed as an assistive healthcare tool to help individuals with Alzheimer's navigate and remember locations through photo-taking and mapping features.	This is an iOS mobile application designed to assist people with Alzheimer's disease by providing navigation and photo-taking capabilities. The app uses location services and mapping tools to help users remember and navigate to important places, with data persistence through Core Data for storing user information and locations.	Location data (GPS coordinates), photo/image data, user-generated annotations and markers. Core Data storage suggests structured user data related to saved locations and associated memories.	Core Data (data persistence), Core Location (GPS/location services), MapKit (mapping and navigation), Gesture Recognizer (user interface interactions), iOS development framework (Swift/Objective-C implied).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Nibeth/Mapping-Alzheimers-disease	Nibeth	Nibeth		YES - This repository is directly focused on Alzheimer's disease prediction, which is a major neurodegenerative disease. The project combines machine learning techniques with polygenic risk scores specifically for Alzheimer's disease research.	This repository implements a systematic mapping approach for predicting Alzheimer's disease using machine learning techniques combined with polygenic risk scores. The project appears to be associated with academic research, as indicated by the reference to a paper by Nibeth Mena Mamani on machine learning and polygenic risk scoring for Alzheimer's disease.	Not specified in the available repository information.	Not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/EnvejecimientoEnRed/envejecimiento_alzheimer_mapa	EnvejecimientoEnRed	CarlosMunozDiazCSIC	JavaScript	YES - This repository is biomedically relevant as it focuses on Alzheimer's disease, a major neurodegenerative condition. It specifically deals with mortality rate analysis for Alzheimer's disease, which is directly related to neurological healthcare research and epidemiological studies.	This code creates an interactive visualization with a slider to display the evolution of Alzheimer's mortality rates at the autonomous community level in Spain. The visualization shows mortality rates per 100,000 people aged 65 and older, allowing users to observe temporal changes across different Spanish regions.	Epidemiological data (Alzheimer's mortality rates), demographic data (population aged 65+), geographic data (Spanish autonomous communities)	Not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/willgocode/alzheimers-diagnosis-mapreduce	willgocode	eakelly	Python	YES - This repository is directly focused on Alzheimer's Disease diagnosis using gene expression profiles from patients. It applies computational methods to analyze biomedical data for neurodegenerative disease research, specifically targeting Alzheimer's Disease which is a major neurodegenerative condition.	This is a computational system that analyzes Alzheimer's Disease diagnoses by processing gene expression profiles from patients. The system uses MapReduce for feature engineering and Apache Spark for gene clustering and classification to identify patterns in genetic data that may be associated with Alzheimer's Disease diagnosis.	Gene expression profiles, RNA sequencing data (specifically ROSMAP_RNASeq_entrez.csv), and gene cluster data.	Apache Hadoop, HDFS (Hadoop Distributed File System), Apache Spark, MapReduce, Python, Homebrew (for installation), and AWS (for cloud deployment).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/mayuan-0117/Alzheimer-s-project-MAPT-and-APPLOF	mayuan-0117	mayuan-0117		YES. This repository analyzes epilepsy data from the UK Biobank and examines associations with neurodegenerative disease genes (MAPT and APP), which are relevant to Alzheimer's disease and other neurological conditions. The focus on epilepsy as a neurological disorder and its potential genetic associations with Alzheimer's-related genes makes this biomedically relevant.	This R script extracts and analyzes epilepsy data from the UK Biobank by combining self-reported diagnoses and ICD-10 medical codes to identify epilepsy cases. The code processes both self-reported epilepsy diagnoses and hospital/clinical ICD-10 codes, then creates binary phenotype variables for downstream genetic association analysis with MAPT and APP loss-of-function variants.	UK Biobank phenotypic data, self-reported medical diagnoses, ICD-10 diagnostic codes, exome sequencing data, principal components data, sex information, and loss-of-function genetic variant data for APP and MAPT genes.	R (version 3.6.1), UK Biobank data files, standard R data manipulation functions (read.table, write.table), and Unix command-line tools (tail, cut) for data extraction.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/bia-amg/AD-Invivo-Amyloid-Mapping	bia-amg	bia-amg		YES - This repository is directly related to Alzheimer's disease research, specifically focusing on mapping amyloid plaques in the 5xFAD mouse model, which is a well-established transgenic mouse model used for studying Alzheimer's disease pathology.	This repository implements a computational pipeline for detecting and mapping amyloid plaques in brain tissue from 5xFAD mice, an Alzheimer's disease model. The pipeline combines image stitching and processing techniques with deep learning methods for automated amyloid plaque detection and counting in microscopy images.	Microscopy images of brain tissue from 5xFAD mouse model (likely fluorescence or histological imaging data for amyloid plaque visualization).	Not specified in the available repository information (only pipeline diagrams are shown in the README, but specific packages, frameworks, or tools are not listed).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/shuilinggirl/Mapping-Brain-Synergy-Redundancy-Dysfunction-in-Alzheimer-s-Disease	shuilinggirl	shuilinggirl	MATLAB	YES - This repository is directly relevant to Alzheimer's disease research and brain analysis. It implements Integrated Information Decomposition (PhiID) methods specifically for analyzing brain synergy, redundancy, and dysfunction in Alzheimer's disease, and includes functionality for processing BOLD fMRI signals to study brain connectivity patterns.	This code implements PhiID (Integrated Information Decomposition) algorithms in Octave/Matlab to analyze information dynamics in brain networks, specifically measuring synergy and redundancy between brain regions. The library processes time series data (particularly BOLD fMRI signals) to compute various information-theoretic measures that can reveal how different brain regions interact and share information in both healthy and diseased states.	BOLD fMRI signals, time series data, continuous and discrete neuroimaging data	Octave (v5.0.0), Matlab (>R2016a), Java Information Dynamics Toolbox (JIDT), custom PhiID implementation functions, information theory analysis libraries
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/binmishr/Mapping-the-Prevalence-of-Alzheimer-Disease-Mortality-in-the-USA	binmishr	binmishr		YES - This repository is directly focused on Alzheimer's disease, which is a major neurodegenerative condition. The project involves mapping mortality data related to Alzheimer's disease across the USA, making it highly relevant to biomedical research and public health analysis of neurological disorders.	This repository contains code for analyzing and visualizing the prevalence of Alzheimer's disease mortality across the United States. The project appears to focus on geographical mapping and statistical analysis of mortality data to understand regional patterns and trends in Alzheimer's disease deaths.	Mortality data, geographical/spatial data (USA regional data). Specific data formats are not clearly specified in the available repository information.	Not specified in the available repository information. The documentation mentions that technical details are contained in a Microsoft Word document that would need to be downloaded and viewed to determine the specific tools and packages used.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/bricemcconnell/Mapping-Sleep-Oscillatory-Events	bricemcconnell	bricemcconnell		YES. This repository is directly biomedically relevant as it contains MATLAB code for analyzing sleep oscillatory events as biomarkers for Alzheimer's disease, which is a major neurodegenerative condition. The code is associated with published research on mapping sleep patterns to identify potential diagnostic markers for Alzheimer's disease.	This repository contains MATLAB code used to analyze sleep oscillatory events and map them as potential biomarkers for Alzheimer's disease. The code was developed as part of a research study published in Alzheimer's & Dementia journal that investigates the relationship between sleep patterns and Alzheimer's disease progression.	Sleep oscillatory event data (specific modalities such as EEG, polysomnography, or other sleep monitoring data are not explicitly specified in the available repository information).	MATLAB
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/santiblas/betavae-xai-ad	santiblas	SantiagoVBlasL	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's Disease (AD) research, implementing a β-VAE and explainable AI framework for analyzing resting-state fMRI data to distinguish between Alzheimer's patients and cognitively normal controls. It specifically addresses neuroimaging analysis for neurodegenerative disease classification and interpretation.	This code implements a complete pipeline for Alzheimer's Disease classification using resting-state fMRI data, featuring connectivity extraction from AAL3 atlas regions, β-VAE convolutional neural network training for latent representation learning, and classical machine learning classifiers for AD vs CN distinction. The framework includes explainability analysis through saliency maps, quality control measures for scanner leakage detection, and comprehensive cross-validation with multiple connectivity metrics.	- Resting-state fMRI (rs-fMRI) neuroimaging data - Brain connectivity matrices (static and dynamic functional connectivity) - Clinical metadata (age, sex, research group classifications) - ROI time series from AAL3 atlas (131 regions) - Scanner/site information for leakage control	- Python with PyTorch for deep learning - Scikit-learn for classical machine learning - Optuna for hyperparameter optimization - Nilearn for neuroimaging processing - LightGBM, XGBoost, CatBoost for gradient boosting - Imbalanced-learn (SMOTE) for data balancing - CuPy for GPU acceleration - Conda for environment management - AAL3 brain atlas and Yeo-17 network mapping
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ernest431/Geofencing	ernest431	ernest431	JavaScript	NO. This repository appears to be a standard Laravel web application framework project focused on geofencing functionality, which is a location-based technology for creating virtual boundaries. There is no indication of any biomedical, neurological, or healthcare-related applications in the available content.	This is a Laravel PHP web application framework project that appears to implement geofencing capabilities. The repository contains the standard Laravel framework structure for building web applications with location-based boundary detection features.	Not specified in the available repository information.	- Laravel PHP web framework - PHP programming language - Travis CI (for continuous integration) - Packagist (PHP package manager)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/GallinM/Clinical-Patient-Pathway-Map	GallinM	GallinM		YES - This repository is directly biomedically relevant as it focuses on analyzing clinical patient pathways for Alzheimer's disease through the NHS England hospital system. It uses medical coding systems (ICD-10 and OPCS-4) to track and visualize the journey of Alzheimer's patients from referral to discharge, which is directly applicable to understanding healthcare delivery for neurodegenerative diseases.	This R script creates visualizations of clinical patient pathways for Alzheimer's patients moving through the NHS England hospital system. It processes Secondary Uses Service (SUS) data to map the 80% most frequent patient journeys from referral to discharge, using medical coding systems to identify patients and treatments, and generates static or animated process maps to show stages and delays in patient care.	- Secondary Uses Service (SUS) data from NHS England - ICD-10 diagnostic codes (specifically for Alzheimer's disease) - OPCS-4 procedure codes - Clinical administrative data from hospital systems - Patient pathway/event log data	- R and RStudio - R Markdown - NHS England Unified Data Access Layer (UDAL) environment - Performance Analysis Team database - bupaR (business process analysis package for R, referenced in acknowledgements)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/RajLabMSSM/Fine_Mapping	RajLabMSSM	bschilder	HTML	YES - This repository is directly focused on biomedical research for neurodegenerative diseases, specifically fine-mapping genetic variants associated with Parkinson's Disease and Alzheimer's Disease using GWAS data to identify causal variants.	This repository implements echolocatoR, an R library that integrates multiple genetic and functional fine-mapping tools to identify causal genetic variants from GWAS studies. The code specifically fine-maps loci associated with Parkinson's Disease (78 loci) and Alzheimer's Disease, combining various statistical methods and annotation tools to pinpoint disease-causing genetic variants.	GWAS summary statistics, genetic variant data (SNPs), linkage disequilibrium (LD) reference panels, eQTL data (expression quantitative trait loci), chromatin QTL (cQTL), isoform QTL (isoQTL), HiC data, monocyte and macrophage expression data, human genome annotation data (GRCh37).	R, echolocatoR, susieR, FINEMAP, ABF, GCTA-COJO, PAINTOR, fGWAS, coloc, HaploR, XGR, GoShifter, Biomart, HaploReg, PolyFun, UK Biobank, 1000 Genomes Project, MESA, psychENCODE, Rmarkdown, git submodules.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tatsuhikonaito/Trans-ethnic_MHC_fine-mapping_SS	tatsuhikonaito	tatsuhikonaito	Python	YES - This repository is directly related to Parkinson's disease research, specifically conducting trans-ethnic fine-mapping of the Major Histocompatibility Complex (MHC) region to identify genetic variants associated with Parkinson's disease risk.	This repository contains source code for performing trans-ethnic fine-mapping analysis of the MHC region using GWAS summary statistics to study Parkinson's disease risk. The code implements a pipeline that includes HLA imputation, meta-analysis of Z-scores across studies, and conditional analysis to identify independent genetic signals in the MHC region.	GWAS summary statistics, HLA imputation reference panels (Plink binary format), genetic variant data from MHC region	Python 3.x with Numpy, Pandas, Scipy, Argparse; R; Plink; DISH (HLA imputation tool); GCTA-COJO (conditional analysis tool)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/DamarisVinueza/deberphyton	DamarisVinueza	DamarisVinueza		"YES - The repository is titled ""deberphyton"" and describes itself as a ""map of science of parkinson,"" indicating it is directly related to Parkinson's disease, which is a major neurodegenerative disorder."	Based on the limited information available, this repository appears to be focused on mapping or organizing scientific knowledge related to Parkinson's disease. The repository seems to be in early development or contains minimal documentation, making it difficult to determine the specific functionality or implementation details.	Not specified in the available repository information.	Not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sknoth/parkinson-help	sknoth	sknoth	JavaScript	"YES - The repository is named ""parkinson-help"" which directly relates to Parkinson's disease, a major neurodegenerative disorder. Although described as a university assignment, it appears to be developing a web application specifically focused on providing help or resources related to Parkinson's disease."	This is a web application built for a university assignment that focuses on Parkinson's disease help/resources. The application implements OAuth authentication through multiple social media platforms (Facebook, Twitter, Google), includes data visualization capabilities using D3.js, and features an interactive Google Maps component.	Not specified in the available repository information.	Node.js, Express.js, MongoDB (Mongoose), MySQL, Passport.js (OAuth authentication), D3.js (data visualization), Google Maps API, EJS templating, bcrypt (password hashing), CSV parsing libraries (csv-parse, csv-parser), XML parsing (xml2js), feed parsing (feedparser, feed-read), and various middleware packages (body-parser, express-session, connect-flash, cors, etc.).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/alexCortinaU/parkinson_classification	alexCortinaU	alexCortinaU	Jupyter Notebook	YES - This repository is directly focused on Parkinson's Disease, a neurodegenerative disorder, using brain imaging analysis with quantitative MRI maps to identify neurodegeneration patterns through deep learning models.	This is a master's thesis project that develops deep learning approaches for identifying neurodegeneration in Parkinson's Disease using 3T quantitative MRI data. The code implements two main strategies: binary classification to distinguish between patients and controls, and normative modeling to detect abnormal brain patterns through reconstruction error analysis.	Quantitative MRI maps (MTsat, R1, R2*, PD*), multiparametric MRI (MPM) protocol data, brain parcellation data, MNI PD25 atlas data	MATLAB, hMRI toolbox, Synthseg, ANTs, Python, PyTorch Lightning, XAI algorithms, Conda, Bash scripting
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/kajuni/Bodily-maps-of-symptoms-and-emotions-in-PD	kajuni	kajuni		YES - This repository is directly related to Parkinson's disease research, which is a neurodegenerative condition. It contains neuroimaging analysis maps studying bodily symptoms and emotions in Parkinson's disease patients, making it highly relevant to biomedical research on neurological disorders.	This repository contains neuroimaging analysis maps from a study comparing bodily symptoms and emotions between Parkinson's disease patients and control groups. The maps include statistical analyses (Cohen's D effect sizes, T-tests) and principal component analysis results stored in NIfTI format for visualization with neuroimaging software.	Neuroimaging data (NIfTI format), statistical maps (T-maps, Cohen's D effect size maps), PCA loading maps, bodily symptom and emotion mapping data	NIfTI (Neuroimaging Informatics Technology Initiative) format, FSLeyes, Mango viewer, R 4.3.2 with prcomp function for PCA analysis, linear model testing for statistical analyses
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/khareyash05/Parkinson-s-Disease-Brain-Imaging	khareyash05	khareyash05	Jupyter Notebook	YES - This repository is directly focused on Parkinson's disease diagnosis using brain MRI imaging, which is a core biomedical application involving neurodegenerative disease research and medical neuroimaging analysis.	This code implements a computer-aided diagnostic system for Parkinson's disease using brain MRI images through a two-stage deep learning approach. The first stage uses a custom CNN to identify and extract the Substantia Nigra (SN) region from brain MRI scans, while the second stage employs a modified AlexNet architecture to classify the extracted SN regions as belonging to Parkinson's patients or healthy controls.	Brain MRI images (512x512 pixel resolution), specifically targeting the Substantia Nigra region	Custom CNN architecture, Modified AlexNet with sigmoid activation, Image processing techniques (RGB to YUV color space conversion, Gaussian blur filtering, Contrast Limited Adaptive Histogram Equalization), Jupyter notebooks (parkisinsons_first_stage.ipynb, parkinsons_final_stage.ipynb)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ahmedmoustafa/AfricaPD	ahmedmoustafa	ahmedmoustafa	Jupyter Notebook	YES - This repository is directly related to Parkinson's Disease (PD), which is a major neurodegenerative disorder. The focus on African research in Parkinson's disease makes it highly relevant to biomedical research in neurological conditions.	This repository appears to be focused on Parkinson's Disease research in Africa and includes an interactive map to visualize published research in this area. The repository serves as a resource for tracking and displaying research publications related to Parkinson's disease across African countries or populations.	Not specified in the available repository information.	Not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/GSC23-HeadHome/HeadHome	GSC23-HeadHome	chayhuixiang; ongjx16; changdaozheng; Trigon25		YES - This repository is biomedically relevant as it specifically addresses dementia wandering, a critical healthcare challenge affecting people with dementia and other neurodegenerative conditions. The application provides a digital health solution for managing and preventing dangerous wandering episodes in dementia patients, which directly relates to neurological healthcare applications.	HeadHome is a comprehensive digital health platform designed to address dementia wandering by providing navigation assistance to patients, alert systems for caregivers, and community volunteer coordination. The system includes a mobile application, wearable device, and cloud backend that work together to help dementia patients safely navigate home when they become lost or disoriented. The platform leverages GPS tracking, push notifications, and community volunteers to create a safety network for dementia patients and reduce caregiver stress.	Location/GPS data, patient authentication IDs, caregiver contact information, volunteer proximity data, safezone radius configurations, navigation routing data.	Flutter, Dart, Firebase, Go, Gin framework, Google Cloud Platform, Google Maps Platform, Google Maps Directions API, Firebase Cloud Messaging, Cloud Run, Cloud Build, Artifact Registry, Secret Manager, Google Cloud Source Repositories, Cloud Load Balancing, Arduino, ESP32.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tmi-lab/AD-VD-ChronologicalMapping	tmi-lab	PBarnaghi; cw332	Jupyter Notebook	YES - This repository is directly focused on neurodegenerative diseases, specifically Alzheimer's Disease and Vascular Dementia. It analyzes temporal patterns of comorbid conditions in these patient populations to understand disease progression pathways and multimorbidity management.	This repository contains code for analyzing chronological patterns of comorbidities in Alzheimer's Disease and Vascular Dementia patients using large-scale health data. The code performs preprocessing, modeling, and Undirected Bayesian Network Analysis to identify distinct progression pathways and temporal relationships between comorbid conditions. The analysis generates network graphs comparing comorbidity patterns between dementia populations and control groups across different time frames.	Large-scale health data, clinical diagnosis data, comorbidity data. Specific data modalities are not clearly detailed in the available repository information.	Jupyter notebooks, Undirected Bayesian Network Analysis tools. Specific packages and frameworks are not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/gvnberaldi/Pose2Action	gvnberaldi	gvnberaldi; iballester	Python	YES - This repository is biomedically relevant as it focuses on developing a human action recognition system specifically designed to assist individuals with dementia in bathroom settings. The system aims to provide real-time assistance for people with neurological conditions while preserving privacy through depth-based sensing rather than visual cameras.	This code implements a human action recognition system that uses depth map data to identify actions of individuals with dementia in bathroom environments. The system combines a SPiKE model for 3D human pose estimation from point clouds with a Relational Graph Convolutional Network (RGCN) for classifying eight different human actions based on spatio-temporal skeletal data. The approach is designed to be privacy-preserving by using depth sensors instead of traditional cameras.	Depth maps, 3D point clouds, 3D skeletal coordinates (15 body joints), 2D skeleton annotations, spatio-temporal graph data	SPiKE model (3D Human Pose Estimation), Relational Graph Convolutional Network (RGCN), transformer networks, depth sensors, Python (pip package management), BAD dataset (custom bathroom activities dataset), neural networks for pose regression and action classification
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/cenacchi2000/dementia_3d_face_mapping	cenacchi2000	cenacchi2000	Python	YES - This repository is biomedically relevant as it focuses on dementia, which is a neurodegenerative condition, and appears to involve 3D facial mapping analysis that could be used for clinical assessment or research related to neurological disorders.	This project appears to be a Streamlit web application that performs 3D facial mapping analysis in the context of dementia research. The code likely uses computer vision and machine learning techniques to analyze facial features and potentially correlate them with dementia-related characteristics.	3D facial data, video/image data (based on OpenCV usage). Specific medical data types are not clearly specified in the available repository information.	Streamlit (web app framework), Plotly (visualization), NumPy (numerical computing), Pandas (data manipulation), scikit-learn (machine learning), OpenCV (computer vision), MediaPipe (facial analysis), UMAP (dimensionality reduction), HDBSCAN (clustering).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/swaharoy/carepartners_map	swaharoy	swaharoy	Python	YES - This repository is biomedically relevant as it specifically serves CarePartners, a Houston nonprofit organization that provides services to people with dementia and their caregivers. Dementia is a neurodegenerative condition, making this a healthcare application for neurological conditions.	This is a Flash-based Dash web application that creates an interactive choropleth map of Texas to visualize and analyze over 21,000+ donor records for CarePartners nonprofit. The application allows staff to filter donation data by various criteria (donor type, year, giving level) and upload new data through a MongoDB connection.	Donor records (including donation amounts, donor types, geographic data by zip codes), program location data, temporal data (years), demographic/categorical data (business, congregation, foundation, government, individual donors, board members, clients, volunteers, gift levels).	Dash, Pandas, Plotly, MongoDB, Flash framework, Python (implied by Pandas/Plotly usage).
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/raisarezaa/Hackathon-2025	raisarezaa	dkn345; daikonteju; raisarezaa	TypeScript	YES - This repository is biomedically relevant as it is specifically targeted towards individuals with dementia and their caretakers, providing a tracking application with maps and alerts to assist with care management for this neurodegenerative condition.	This is an Expo-based mobile application developed for a hackathon that serves as a tracking and assistance tool for individuals with dementia and their caretakers. The app includes features such as maps, alerts, and other supportive functionalities to help manage and monitor individuals with dementia.	Not specified in the available repository information.	Expo, React Native (implied through Expo usage), npm, Android emulator, iOS simulator, Expo Go, file-based routing system.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/SpaceTimee/Fusion-JetBrainsMapleMono	SpaceTimee	github-actions[bot]; SpaceTimee		"NO - This repository is for creating and distributing a custom programming font called ""JetBrains Maple Mono"" that combines JetBrains Mono and Maple Mono fonts. It is a typography/font development project with no relation to biomedical research, neuroscience, or healthcare applications."	This repository contains automated scripts that merge two programming fonts (JetBrains Mono and Maple Mono) to create a hybrid font with improved Chinese/Japanese character support. The system uses GitHub Workflows to automatically check for updates from upstream font repositories every 5-30 minutes, then builds, optimizes, and releases the merged font files with various configuration options.	Font files (TTF/OTF format), font metadata, and glyph data. No biomedical data types are involved.	GitHub Workflows, Bash scripting, font optimization tools for metadata manipulation, anchor point setting, hinting, outline cleanup, and font file processing. The project also uses automated release management through GitHub Releases.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/netneurolab/neuromaps	netneurolab	rmarkello; justinehansen; liuzhenqi77; VinceBaz; estefanysuarez; eric2302; yarikoptic; vbeliveau	Python	YES - This repository is directly relevant to biomedical research as it focuses on brain imaging analysis and neuroimaging data processing. It provides tools for comparing brain maps and annotations across different coordinate spaces, which is essential for neuroscience research and understanding brain structure and function.	The neuromaps toolbox is designed to help researchers make statistically-rigorous comparisons between brain maps and brain annotations. It provides a library of brain maps in their original coordinate spaces, robust transforms between different brain coordinate systems (MNI-152, fsaverage, fsLR, CIVET), and integrated spatial null models for statistical assessment of correspondences between brain maps.	Brain maps and annotations including microstructure, function, electrophysiology, receptors, and neuroimaging data in various coordinate spaces (MNI-152, fsaverage, fsLR, CIVET).	Python 3.8+, PyPI, Connectome Workbench, Docker, GitHub Actions, registration fusion algorithms, multimodal surface matching, spatial null models, volume-to-surface and surface-to-surface transformation tools.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/MICA-MNI/ENIGMA	MICA-MNI	saratheriver; slic-lab; Ianyliu; kaurao; caseypaquola; neuroimagingdatascience; kmrasmussen; maciej-jedynak; mnoergaard; Melissa1909	Jupyter Notebook	YES - This repository is highly biomedically relevant as it provides tools for analyzing neuroimaging data from the ENIGMA consortium, which focuses on brain disorders and neurological conditions. It specifically enables cross-disorder analyses, visualization of cortical and subcortical brain data, and contextualization of neuroimaging findings using gene expression and connectivity data.	The ENIGMA TOOLBOX is an open-source repository that provides access to over 100 statistical maps from ENIGMA studies and tools for visualizing and manipulating brain surface data. It enables researchers to contextualize neuroimaging findings by integrating microscale data (gene expression, cytoarchitecture) with macroscale data (structural and functional connectomes) and perform cross-disorder analyses across multiple neurological conditions.	Neuroimaging data (cortical and subcortical surface data), statistical maps from case-control studies, connectivity data from Human Connectome Project (HCP), gene expression data from Allen Human Brain Atlas, cytoarchitectural data from BigBrain, GWAS-derived disease-related gene lists, parcellated brain data.	Python, Matlab, GitHub, CircleCI (continuous integration), Codacy (code quality), ReadTheDocs (documentation), BSD license, DOI referencing system.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/xeden3/joplin-plugin-kity-minder	xeden3	xeden3	JavaScript	NO. This is a general-purpose mind mapping plugin for the Joplin note-taking application. While mind maps can be used for organizing any type of information including biomedical concepts, this plugin itself is not specifically designed for or focused on biomedical research, neurological conditions, or medical data analysis.	This is a Joplin plugin that integrates Kity Minder mind mapping functionality into the Joplin note-taking application. The plugin allows users to create and edit mind maps (brain maps) directly within Joplin, addressing the author's dissatisfaction with existing mind mapping solutions like PlantUML in Joplin.	Not specified in the available repository information.	Joplin (note-taking application), Kity Minder (mind mapping library), local-kity-minder (localized version), and references to PlantUML as an alternative solution.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/connectomicslab/connectomemapper3	connectomicslab	sebastientourbier; emullier; Katharinski; joanrue; davidrs06; abirba; allcontributors[bot]; osorensen; mschoettner; anilbey	HTML	YES - This repository is highly biomedically relevant as it focuses on neuroimaging processing pipelines for brain connectivity analysis. It processes anatomical, diffusion MRI, resting-state fMRI, and EEG data to generate connectome matrices, which are fundamental for understanding brain network organization and studying neurological conditions.	Connectome Mapper 3 is an open-source Python neuroimaging processing pipeline that implements comprehensive anatomical, diffusion MRI, resting-state fMRI, and EEG processing workflows. It processes raw neuroimaging data to generate multi-resolution brain connection matrices based on the Lausanne2018 parcellation atlas, with all processing encapsulated in Docker/Singularity containers following BIDS standards.	- Diffusion MRI (dMRI) - T1-weighted anatomical MRI - BOLD fMRI (resting-state) - EEG data (preprocessed) - Multi-resolution connection matrices	FSL, FreeSurfer, ANTs, MRtrix3, Dipy, AFNI, MNE, MNE_Connectivity, Cartool (PyCartool), Nipype, Docker, Singularity, Python 3, conda/miniconda, PyPI, codecarbon, carbonboard, BIDS standard compliance
