Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Open Access Series of Imaging Studies - Multimodal	OASIS-3	Alzheimer's Disease; Normal Controls; Cognitive Decline; Memory Disorders	https://github.com/aycancagriemen/Masters_Thesis	aycancagriemen	aycancagriemen	R	YES - This repository is directly focused on Alzheimer's Disease research, specifically developing predictive models for early diagnosis using longitudinal analysis of multimodal clinical data from the OASIS-3 dataset.	This thesis project implements comparative longitudinal data analysis methods to predict early Alzheimer's Disease diagnosis using multimodal OASIS-3 dataset. The code combines statistical models (Generalized Estimation Equations, Mixed Effect Models) with machine learning approaches, particularly a modified Ordinal Mixed Effect Random Forest (OMERF) algorithm, to analyze risk factors and dementia severity progression.	MRI scan outputs, PET scan outputs, demographic data, cognitive assessment data, longitudinal clinical measurements	Minimum Redundancy and Maximum Relevance ensemble (mRMRe) feature selection, Generalized Estimation Equations, Generalized Mixed Effect Models (frequentist and Bayesian), Ordinal Mixed Effect Random Forest (OMERF) algorithm
Open Access Series of Imaging Studies - Multimodal	OASIS-3	Alzheimer's Disease; Normal Controls; Cognitive Decline; Memory Disorders	https://github.com/EIB-sawbones/craNNium	EIB-sawbones	RaySSharma; amichoi; EIB-sawbones	Jupyter Notebook	YES - This repository is directly focused on identifying patients with mild-to-severe dementia using brain MRI scans. It specifically addresses neurodegenerative diseases (Alzheimer's disease, vascular dementia, and frontotemporal lobar degeneration) through medical imaging analysis for clinical diagnostic purposes.	craNNium is a convolutional neural network designed to classify patients as having dementia or being cognitively normal based on T1-weighted MRI brain scans. The system processes MRI data from the OASIS-3 dataset, extracts central brain slices, and trains a custom CNN architecture to achieve 86% recall in identifying dementia patients as a clinical screening tool.	- T1-weighted MRI scans (3.0T, 3-dimensional) - Clinical Dementia Rating (CDR) scores - Patient demographic data (age, sex) - Brain imaging slices (2D processed from 3D scans)	- FSL (fsl_anat pipeline for MRI preprocessing) - Convolutional Neural Networks (custom architecture) - TensorFlow/Keras (implied from CNN implementation) - Python (src files indicate Python usage) - OASIS-3 dataset - Inception_v4 architecture (explored but not used in final model)
Open Access Series of Imaging Studies - Multimodal	OASIS-3	Alzheimer's Disease; Normal Controls; Cognitive Decline; Memory Disorders	https://github.com/davidechicco/dementia-clustering-OASIS-3	davidechicco	davidechicco	R	YES - This repository is directly focused on dementia research, which is a major neurodegenerative condition. It applies clustering analysis to electronic health records (EHRs) of dementia patients using the OASIS-3 dataset, a well-known neuroimaging and clinical dataset for studying brain disorders and cognitive decline.	This repository implements clustering analysis on electronic health records of dementia patients using the kml3d (k-means for longitudinal data in 3D) method applied to the OASIS-3 dataset. The code appears to perform longitudinal clustering to identify patterns or subgroups within dementia patient data over time.	Electronic health records (EHRs) from dementia patients, OASIS-3 dataset (which typically includes neuroimaging data such as MRI scans and clinical/demographic information)	R programming language, pacman (package management), stringr (string manipulation), kml3d (k-means for longitudinal data), dplyr (data manipulation)
Open Access Series of Imaging Studies - Multimodal	OASIS-3	Alzheimer's Disease; Normal Controls; Cognitive Decline; Memory Disorders	https://github.com/gemmamoffat/OASIS3_LMEanalyses	gemmamoffat	gemmamoffat	MATLAB	YES - This repository is directly focused on analyzing longitudinal amyloid deposition and brain network function using the OASIS-3 dataset, which is specifically related to Alzheimer's disease research and cognitive impairment studies.	This code analyzes longitudinal neuroimaging and biomarker data from the OASIS-3 dataset to study amyloid deposition patterns and brain functional connectivity in relation to Alzheimer's disease progression. The analyses use mixed-effects models to examine group differences and changes over time, correlate amyloid deposition slopes with functional connectivity measures, and include statistical corrections and permutation testing for robust results.	- Amyloid deposition data (likely PET imaging) - Functional connectivity data (fMRI) - Longitudinal neuroimaging data - Clinical/diagnostic data (neurological diagnoses, cognitive assessments) - Freesurfer parcellation data (Desikan-Killiany atlas) - Motion parameters (mean framewise displacement)	- MATLAB (primary analysis environment) - R (permutation testing) - Mixed-effects modeling frameworks - FDR (False Discovery Rate) correction methods - Freesurfer (brain parcellation) - OASIS-3 dataset - Modified code from fMRI_GLM_validation repository
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/rmarkello/pypmi	rmarkello	rmarkello	Python	YES - This repository is directly related to Parkinson's disease research, providing a Python interface for working with data from the Parkinson's Progression Markers Initiative (PPMI), which is a longitudinal study focused on identifying biomarkers of Parkinson's disease progression.	PyPMI is a Python package that provides an interface for accessing and working with data from the Parkinson's Progression Markers Initiative database. The package helps researchers wrangle the large amount of CSV files and neuroimaging data provided by PPMI, including functionality to convert raw neuroimaging data into BIDS format and load behavioral and demographic data as tidy pandas DataFrames.	Clinical-behavioral assessments, biological assays, single-photon emission computed tomography (SPECT) images, magnetic resonance imaging (MRI) scans, demographic data, UPDRS scores, and various neuropsychological test results (MOCA, UPSIT, etc.).	Python (>=3.6), pandas, Docker, Travis CI, Codecov, ReadTheDocs, PyPI, BIDS (Brain Imaging Data Structure) format support.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/sameerd/ppmi	sameerd	sameerd; cseas; ypotier	Jupyter Notebook	YES - This repository is directly related to Parkinson's disease research, processing data from the PPMI (Parkinson's Progressive Markers Initiative) dataset, which is a major clinical study for understanding Parkinson's disease progression and biomarkers.	This repository contains code to process and analyze data from the PPMI Parkinson's disease dataset by creating a SQLite database from downloaded CSV files and providing SQL scripts for data extraction and analysis. The main functionality includes database creation scripts and SQL queries to calculate clinical scores like UPDRS (Unified Parkinson's Disease Rating Scale) for research purposes.	Clinical tabular data (CSV format), UPDRS scores, patient demographics, longitudinal clinical assessments, and associated documentation files from the PPMI study.	Python, SQLite database, DB Browser for SQLite, SQL scripts, CSV file processing tools.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/IoBT-VISTEC/PPMI_DL	IoBT-VISTEC	thee-pn; IoBT-VISTEC	Python	YES - This repository is directly focused on Parkinson's disease diagnosis using deep learning models applied to SPECT brain imaging data. It includes both diagnostic model training and interpretation methods for analyzing neurological conditions, making it highly relevant to biomedical research in neurodegenerative diseases.	This Python program implements 3D convolutional neural networks (3D-CNN) for diagnosing Parkinson's disease from SPECT brain images using data from the PPMI (Parkinson's Progression Markers Initiative) dataset. The code provides both model training capabilities with multiple CNN architectures and interpretation methods to analyze and visualize the deep learning model predictions through various explainability techniques.	SPECT (Single Photon Emission Computed Tomography) brain imaging data in DICOM format, clinical metadata in CSV format	Python 3, nibabel, pydicom, TensorFlow, Keras, SHAP, Deep LIFT, Grad-CAM, Guided Backpropagation, Saliency mapping
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/sheryl-ai/PPMI-Subtype-Analysis	sheryl-ai	sheryl-ai	Python	YES - This repository is directly focused on Parkinson's Disease, a major neurodegenerative disorder. It performs subtype analysis and disease progression modeling using clinical, imaging, and biospecimen data from Parkinson's patients.	This repository contains code for data-driven subtyping of Parkinson's Disease patients using longitudinal clinical records and disease progression analysis. The statistical analysis is implemented in Python, while data preprocessing and modeling components are available in a separate MATLAB repository.	Demographics data, clinical features, imaging data, biospecimen variables, longitudinal clinical records	Python (for statistical analysis), MATLAB (for data preprocessing and modeling - referenced in separate repository)
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Rrtk2/PPMI-ML-Cognition-PD	Rrtk2		R	YES - This repository is directly focused on Parkinson's disease, a neurodegenerative disorder. It develops machine learning models to predict cognitive outcomes and dementia conversion in newly diagnosed Parkinson's disease patients using data from the Parkinson's Progression Markers Initiative (PPMI).	This repository contains machine learning scripts and analysis tools for predicting cognitive impairment and dementia conversion in de novo Parkinson's disease patients. The code implements multiple ML algorithms to analyze clinical, biofluid, and genetic/epigenetic variables from PPMI data to create predictive models for cognitive outcomes over an 8-year timespan.	Clinical data (cognitive assessments, MoCA scores), cerebrospinal fluid biomarkers, genetic data, epigenetic/methylation data, polygenic scores, phenotype data from PPMI (Parkinson's Progression Markers Initiative).	R (for LCMM analysis, plotting, and methylation QC), machine learning frameworks (specific algorithms not detailed in the available content), methylation data processing tools, statistical analysis packages for longitudinal cognitive modeling and figure generation scripts.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/MJFF-ResearchCommunity/PIE	MJFF-ResearchCommunity	allianceai; AmgadDroby; e-hutchins	Python	YES - This repository is directly focused on Parkinson's disease research. It provides a comprehensive machine learning pipeline specifically designed for analyzing the Parkinson's Progression Markers Initiative (PPMI) dataset from the Michael J. Fox Foundation, which is a major biomedical research initiative for understanding Parkinson's disease progression and developing biomarkers.	PIE (Parkinson's Insight Engine) is an end-to-end automated machine learning pipeline that processes multi-modal PPMI dataset for Parkinson's disease research. The system handles the complete workflow from raw data loading and consolidation through feature engineering, selection, and classification modeling, with built-in data leakage prevention and comprehensive HTML reporting at each stage.	Multi-modal PPMI (Parkinson's Progression Markers Initiative) data including: Subject Characteristics, Biospecimen data, Motor assessments (MDS-UPDRS), Non-motor Assessments, and Medical History data.	Python 3.8+, pycaret (machine learning framework), PIE-clean (companion data processing package), HTML report generation tools, scikit-learn-based feature selection methods (FDR, k_best), and various data processing libraries for CSV handling, one-hot encoding, and numeric scaling.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/ck37/ppmi-challenge-2016	ck37	ck37	R	YES - This repository is directly focused on Parkinson's disease progression analysis, which is a major neurodegenerative disorder. The project analyzes clinical and biomedical data to identify predictors of disease progression in Parkinson's patients using data from the Parkinson's Progression Marker Initiative.	This code implements a targeted learning framework to identify and rank baseline covariates that predict Parkinson's disease progression. The project uses variable importance estimation methodology to analyze over 300 baseline covariates and identifies 45 important factors related to disease progression, implemented as a new R software package.	Clinical data including depression/anxiety scores, cognitive testing results, physical testing measurements, biomarkers, and concurrent medical condition status from Parkinson's disease patients.	R programming language, targeted learning framework, variable importance estimation algorithms, and a custom R software package developed for the analysis.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/rmarkello/ppmitobids	rmarkello	rmarkello	Python	YES - This repository is biomedically relevant as it specifically deals with neuroimaging data from the Parkinson Progression Markers Initiative (PPMI), which is focused on Parkinson's disease, a major neurodegenerative disorder. The code converts neuroimaging data to BIDS format for brain imaging analysis related to Parkinson's disease research.	This code converts neuroimaging data from the Parkinson Progression Markers Initiative (PPMI) from raw DICOM format into Brain Imaging Data Structure (BIDS) format. It uses heudiconv and custom scripts to reorganize and standardize the data structure, making it compatible with modern neuroimaging analysis pipelines.	Neuroimaging data (DICOM format), specifically mentioning MPRAGE_GRAPPA and AX_FLAIR scan types, which are MRI sequences commonly used in brain imaging studies.	Python 3.5+, pandas library, Singularity containerization platform (v2.4+), heudiconv (DICOM to BIDS conversion tool), custom Python scripts (ppmi_prep_heudiconv.py, ppmi_heuristic.py), bash scripts for automation.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/vtn6/PPMI-Data-Mining	vtn6	vtn6	R	YES - This repository is directly focused on Parkinson's Disease (PD) research, a major neurodegenerative disorder. It analyzes clinical and imaging data from the Parkinson's Progression Markers Initiative (PPMI) dataset to develop diagnostic classifiers, identify patient subpopulations, and predict disease progression.	This project applies data mining techniques including cluster analysis, PCA, and neural networks to analyze Parkinson's Disease data from the PPMI dataset. The code creates classifiers to distinguish PD patients from healthy controls with high accuracy, identifies potential PD subpopulations, and predicts motor function progression over time to aid in diagnosis and therapeutic development.	DatSCAN imaging data, motor function assessments, non-motor symptoms (sleep, smell, impulsive behaviors), cerebrospinal fluid (CSF) protein composition, and striatal binding ratios (SBR) from neuroimaging measuring dopaminergic neuron density in the striatum.	Neural networks, Principal Component Analysis (PCA), cluster analysis algorithms. Specific software packages and frameworks are not clearly specified in the available repository information.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/dhareshvadalia/PPMI	dhareshvadalia	dhareshvadalia	Jupyter Notebook	YES - This repository is directly focused on Parkinson's Disease, a major neurodegenerative disorder. The project aims to predict disease progression rates using clinical biomarkers and assessments to assist in early diagnosis and treatment planning for PD patients.	This code implements a machine learning approach to predict Parkinson's Disease progression rates by analyzing clinical biomarkers from baseline patient assessments. The study clusters PD patients into 3 progression rate categories and compares 7 different ensemble and neural network-based classification models to identify patients at risk during the prodromal stage.	Clinical assessment data, motor and cognitive impairment scores, genetic data, brain MRI scan images, longitudinal patient data from baseline to 5-year follow-up visits	pypmi API package (for PPMI data access), ensemble machine learning models, neural networks (specific frameworks not mentioned in the available content)
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/arunava5764/Predictive_Analysis_of_Parkinsons_Disease_from_Gait_Sensor_Data_and_Brain_MRI_Images	arunava5764	arunava5764	Jupyter Notebook	YES - This repository is directly focused on Parkinson's disease prediction using both gait sensor data and brain MRI images from clinical datasets. It specifically addresses neurodegenerative disease detection through multimodal biomedical data analysis.	This project implements a Siamese neural network architecture for predicting Parkinson's disease by combining features from gait sensor data and brain imaging data (PPMI database). The approach uses feature-level fusion to enable disease detection even when only one modality is available, addressing real-world clinical scenarios where complete diagnostic data may not be accessible.	- Gait sensor data (force measurements from foot sensors at 100 Hz sampling rate) - Brain MRI images - Clinical data from PPMI database - SPECT imaging data - Motor and non-motor symptom assessments	Based on the repository structure and description, the project uses machine learning frameworks for neural network implementation (likely TensorFlow/Keras or PyTorch), statistical preprocessing methods, and data processing tools for handling time series gait data and medical imaging data from Physionet and PPMI databases.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/GalvanizeDataScience/Project-PPMI	GalvanizeDataScience	cbracher69		YES - This repository is directly focused on analyzing data from the Parkinson's Progression Markers Initiative (PPMI), a large-scale clinical study of Parkinson's Disease. The project specifically aims to apply machine learning techniques to understand this neurodegenerative disease, evaluate biomarkers for PD diagnostics, and identify patient subgroups.	This project analyzes data from PPMI, a $60 million longitudinal study of approximately 1,000 Parkinson's Disease subjects conducted by the Michael J. Fox Foundation. The code aims to render the complex PPMI dataset in an accessible form and apply machine learning techniques to discover hidden patterns in the diverse measurements collected. The goal is to provide streamlined access to ML tools for researchers to advance PD research, evaluate biomarkers, and identify distinct patient subgroups.	Clinical data, behavioral measurements, neurological assessments, population demographics, biomarkers from blood and cerebrospinal fluid, genetic variants, structural and functional brain imaging, olfactory ability tests, depression scores, and mental ability assessments.	Not specified in the available repository information.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/sayadennis/ppmi	sayadennis	sayadennis	Jupyter Notebook	YES - This repository is directly focused on Parkinson's Disease, a major neurodegenerative disorder. It involves predictive modeling of disease progression patterns using genomic data, which falls squarely within biomedical research for neurological conditions.	This project develops predictive models to analyze progression patterns of Parkinson's Disease using patients' whole-exome sequencing data. The work aims to identify candidate gene sets that can predict different progression subtypes of the disease and has been published in a peer-reviewed biomedical conference.	Whole-exome sequencing data, genomic data	Not specified in the available repository information.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Niharika626/PD_DETECTION	Niharika626	Niharika626	Jupyter Notebook	YES - This repository is directly focused on Parkinson's disease detection, which is a major neurodegenerative disorder. The project uses clinical gait and movement data to develop machine learning models for medical diagnosis of a neurological condition.	This project implements machine learning algorithms (XGBoost and SVM) to detect Parkinson's disease using clinical movement data. The system analyzes gait patterns and arm swing measurements from the PPMI dataset to classify patients and potentially aid in early diagnosis of Parkinson's disease.	Gait data, arm swing measurements, clinical movement data from PPMI (Parkinson's Progression Markers Initiative) dataset	XGBoost, SVM (Support Vector Machine), PPMI dataset
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/ffaghri1/ppmi-mjff	ffaghri1	ffaghri1	Jupyter Notebook	YES - This repository is directly focused on Parkinson's disease research, analyzing clinical progression patterns and subtypes using the PPMI dataset. It involves neurological condition analysis, clinical data modeling, and predictive analytics for a major neurodegenerative disease.	This project uses machine learning approaches to classify Parkinson's disease patients into progression subtypes and predict clinical outcomes from baseline data. The research employs unsupervised learning (Gaussian Mixture Models) to identify three distinct PD progression subtypes and supervised learning (logistic regression, decision trees) to predict progression with 80-98% accuracy.	Multi-modal clinical data including cognitive assessments (MoCA delayed recall), motor evaluations (UPDRS rigidity scores), sleep movement data, molecular data, and imaging data from the Parkinson's Progression Markers Initiative (PPMI) dataset.	Gaussian Mixture Models, logistic regression, randomized decision trees (extra-trees), and general machine learning frameworks for classification and prediction tasks.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/TianjieCheng/PPMI	TianjieCheng	TianjieCheng		YES - This repository is directly related to Parkinson's disease research, which is a major neurodegenerative disorder. The project analyzes the Parkinson's Progression Markers Initiative (PPMI) dataset, which is a well-known longitudinal study tracking biomarkers and disease progression in Parkinson's patients.	This research project analyzes the PPMI dataset to study Parkinson's disease progression markers. The code appears to implement Gaussian Mixture Models (GMM) using distance features and baseline scores to analyze patterns in the Parkinson's disease data.	Not specified in the available repository information.	Not specified in the available repository information.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/brian-j-smith/PPMIChallenge2016	brian-j-smith	brian-j-smith; petersonR	R	YES. This repository is directly related to Parkinson's disease research, which is a major neurodegenerative disorder. The PPMI Data Challenge 2016 focuses on analyzing clinical, biological, and imaging data to develop predictive models for Parkinson's disease progression and identify disease subtypes.	This repository appears to be documentation for the 2016 Parkinson's Progression Markers Initiative (PPMI) Data Challenge rather than containing actual code implementation. It outlines a competition where researchers were challenged to develop quantitative models to predict clinical progression and identify Parkinson's disease subtypes using the comprehensive PPMI dataset.	Clinical data, biological data, and imaging data related to Parkinson's disease patients (specific modalities not detailed in the available repository information).	Not specified in the available repository information. The repository appears to contain primarily documentation and challenge guidelines rather than implementation code with specific tools or frameworks.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Andreater/parkinson_cdss	Andreater	Andreater; 217c	R	YES - This repository is directly focused on Parkinson's Disease (PD) progression prediction, which is a major neurodegenerative disease. The research involves clinical data analysis using MDS-UPDRS scores (a standard clinical assessment for PD) and aims to develop a clinical decision support system for monitoring disease progression.	This code implements a clinical decision support system that predicts Parkinson's Disease progression using smartwatch data from the Parkinson's Progressive Markers Initiative (PPMI). The system analyzes biometric data collected by Verily smartwatches to predict changes in MDS-UPDRS scores, though the results showed only marginal improvement over baseline models and were not statistically significant.	Smartwatch biometric data (including REM sleep time, daily usage patterns), MDS-UPDRS clinical scores, demographic data (age, gender), clinical variables (disease duration, Hoehn and Yahr staging), genetic subgroup classifications (CONGBA, CONLRRK2), and longitudinal clinical visit data.	Not clearly specified in the available repository information, though the methodology mentions automated model selection with genetic algorithms, generalized linear models (GLMs), STL decomposition for time series analysis, Cox Proportional Hazards Models, Kaplan-Meier analysis, and statistical tests (Kruskal-Wallis, Wilcoxon rank sum, chi-square tests).
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/ahmedfawaz879/Parkinson-s-Voice-and-Clinical-Modeling	ahmedfawaz879	ahmedfawaz879	Jupyter Notebook	YES - This repository is directly focused on Parkinson's disease classification using machine learning approaches. It specifically works with clinical data (UPDRS progression modeling) and voice data for neurodegenerative disease analysis, which falls squarely within biomedical research for neurological conditions.	This project implements an end-to-end machine learning workflow for classifying Parkinson's disease using the PPMI dataset. It combines data preprocessing, UPDRS progression modeling, and Random Forest classification with SHAP explainability to understand feature contributions to predictions. The system includes robustness testing through noise perturbation to evaluate model stability under real-world clinical conditions.	- Clinical data (UPDRS scores for progression modeling) - Voice/audio data - PPMI dataset (Parkinson's Progression Markers Initiative)	- Python - Random Forest classifier - SHAP (SHapley Additive exPlanations) for model explainability - NumPy for numerical operations - Matplotlib for visualization - Scikit-learn for machine learning (accuracy_score, model training) - Pandas for data manipulation (CSV handling)
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/MJFF-ResearchCommunity/PIE-clean	MJFF-ResearchCommunity	cowlet	Jupyter Notebook	YES - This repository is directly focused on Parkinson's disease research. It provides a data cleaning pipeline specifically designed for the Michael J. Fox Foundation's Parkinson's Progression Markers Initiative (PPMI) dataset, which is a major longitudinal study tracking Parkinson's disease progression through various biomarkers and clinical assessments.	PIE-clean is a Python-based data cleaning and preprocessing pipeline designed to work with PPMI (Parkinson's Progression Markers Initiative) datasets from the Michael J. Fox Foundation. The tool focuses on loading, merging, and preprocessing multi-modal Parkinson's disease research data to enable exploration of relationships between parameters across different data modalities. It serves as a standalone data exploration tool or can be integrated with the broader PIE machine learning framework.	Based on the directory structure mentioned, the data types include: Subject characteristics, Biospecimen data, Motor assessments (MDS-UPDRS), Non-motor assessments, and Medical history data from PPMI studies.	Python 3.8+, pytest (for testing), pip package management, and dependencies specified in requirements.txt (specific packages not detailed in the provided content).
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/jhaker/PPMI	jhaker	jhaker		YES - This repository is related to the Parkinson's Progression Markers Initiative (PPMI), which directly relates to Parkinson's disease, a major neurodegenerative disorder. PPMI is a well-known longitudinal study focused on identifying biomarkers for Parkinson's disease progression.	This repository appears to be a decommissioned project related to the Parkinson's Progression Markers Initiative. The repository contains minimal information and directs users to the official PPMI website for current information about Parkinson's progression markers research.	Not specified in the available repository information.	Not specified in the available repository information.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/JiayuanDing100/Parkinson-Progression-Prediction	JiayuanDing100	JiayuanDing100	Python	YES - This repository is directly focused on Parkinson's disease progression prediction, which is a major neurodegenerative disorder. It uses clinical assessment data from the PPMI (Parkinson's Progression Markers Initiative) dataset and implements machine learning models to predict disease progression using standardized clinical rating scales (UPDRS and Hoehn & Yahr).	This project develops machine learning models to predict Parkinson's disease progression using longitudinal clinical data from the PPMI dataset. The code implements multiple baseline models (Linear Regression, Logistic Regression, Random Forest, XGBoost) that take three consecutive patient visits as input to predict the Hoehn and Yahr scale score for the next visit. The approach focuses on feature selection based on UPDRS (Unified Parkinson Disease Rating Scale) criteria and uses temporal sequences of patient assessments for progression modeling.	Clinical assessment data including UPDRS scores, Hoehn and Yahr scale ratings, longitudinal patient visit data with motor examination scores, activities of daily living assessments, and behavioral/cognitive measurements from Parkinson's disease patients.	Machine learning frameworks including XGBoost, Random Forest, Linear Regression, and Logistic Regression models. The project uses cross-validation for model evaluation and appears to use standard Python data science libraries for data processing and analysis.
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Hari-P-22121/Parkinsons-3D-MRI-Classifier	Hari-P-22121	Hari-P-22121	Python	YES - This repository is directly biomedically relevant as it focuses on classifying Parkinson's Disease using 3D brain MRI scans. It uses the PPMI (Parkinson's Progression Markers Initiative) dataset and aims to detect neurological patterns associated with Parkinson's Disease progression, which falls squarely within neurodegenerative disease research and brain imaging analysis.	This project implements a deep learning classifier that combines 3D CNNs with self-attention mechanisms to diagnose Parkinson's Disease from structural brain MRI scans. The model uses a 3D CNN encoder to extract spatial features from volumetric brain data, followed by Multi-Head Attention layers to capture global spatial dependencies for binary classification. The system includes utilities for converting DICOM medical images to NIfTI format and achieves performance metrics of 74.1% accuracy and 0.784 ROC AUC.	3D brain MRI scans (structural neuroimaging), DICOM medical images, NIfTI format brain volumes	3D CNN (Conv3D), Multi-Head Self-Attention (MHA), BatchNorm, MaxPooling, TensorFlow/Keras, Binary Cross Entropy Loss, F1 Score metrics, DICOM to NIfTI conversion tools, dropout regularization, class weight balancing
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Polster-lab/m6a_regulators_rosmap	Polster-lab	danish2562022	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's Disease research, specifically investigating the role of N6-methyladenosine (m6A) RNA modifications in AD pathogenesis. It examines m6A regulators (methyltransferases, demethylases, and binding proteins) and their potential involvement in neurodegenerative mechanisms.	Based on the available repository information, this appears to be a research project analyzing m6A RNA modification regulators in the context of Alzheimer's Disease using ROSMAP data. The project likely involves computational analysis of how specific m6A regulators (METTL3/METTL14, FTO, ALKBH5, and YTH domain proteins) contribute to AD mechanisms through their effects on mRNA stability, splicing, and translation.	Not specified in the available repository information, though the repository name suggests it uses ROSMAP (Religious Orders Study and Memory and Aging Project) data, which typically includes brain tissue transcriptomic data and clinical/pathological assessments.	Not specified in the available repository information.
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/kkkiyomi1/ROSC-S	kkkiyomi1	kkkiyomi1	Python	YES - This repository is directly focused on Alzheimer's disease diagnosis using multi-modal data analysis. It implements a machine learning framework specifically designed for neurodegenerative disease classification, which is a core biomedical research application.	ROSC-S is a graph-regularized multi-modal learning framework that combines representation learning, similarity matrix fusion, and feature disentanglement using Schatten-p norm regularization for robust Alzheimer's disease diagnosis. The system uses low-rank tensor graph construction and orthogonal soft constraint projection to fuse multiple data modalities through adaptive Laplacian learning.	Not specified in the available repository information.	Based on the repository structure, the project uses Python as the main programming language with modular components for optimization, data preprocessing, evaluation, and metrics. Specific packages and frameworks are not detailed in the available content, though the requirements.txt file would contain the complete dependency list.
